School Code,FCI,Sqft,System,"Total Cost by School, By System",Priority1 Count,Priority2 Count,Priority3 Count,Priority4 Count,Priority1 Cost,Priority2 Cost,Priority3 Cost,Priority4 Cost
CO-1420-4190,0.176527796,44399.86,Plumbing,"$43,077.10 ",,,1,,"$36,526.12 ",,"$6,550.99 ",
CO-1420-4190,0.176527796,44399.86,Roofing,"$738,676.93 ",1,,1,,,"$738,676.93 ",,
CO-1420-4190,0.176527796,44399.86,Site,"$734,746.45 ",,1,,3,,,"$650,275.52 ","$84,470.93 "
CO-1420-4190,0.176527796,44399.86,Specialties,"$17,899.87 ",,,6,3,,"$1,065.68 ",,"$16,834.19 "
CO-1420-4190,0.176527796,44399.86,Structure,"$49,657.86 ",,1,,,,,"$49,657.86 ",
CO-1420-7483,0.093919565,53635.15,Electrical,"$218,154.75 ",,,1,,,,"$218,154.75 ",
CO-1420-7483,0.093919565,53635.15,Fire and Life Safety,"$8,363.89 ",,,1,,"$8,363.89 ",,,
CO-1420-7483,0.093919565,53635.15,HVAC,"$1,363,207.43 ",1,,,2,,"$55,500.00 ","$1,255,110.10 ","$52,597.33 "
CO-1420-7483,0.093919565,53635.15,Interior,"$212,246.92 ",,1,4,7,,,"$104,062.50 ","$108,184.42 "
CO-1420-7483,0.093919565,53635.15,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-7483,0.093919565,53635.15,Site,"$130,986.80 ",,,1,3,,,"$88,443.95 ","$42,542.86 "
CO-1420-7483,0.093919565,53635.15,Structure,"$10,073.84 ",,,3,1,,,,"$10,073.84 "
CO-1420-2496,0.121072216,45203.53,Electrical,"$315,748.28 ",,,,4,,"$5,342.37 ","$228,814.99 ","$81,590.92 "
CO-1420-2496,0.121072216,45203.53,Exterior,"$94,146.77 ",,1,4,2,,"$85,360.74 ",,"$8,786.03 "
CO-1420-2496,0.121072216,45203.53,Fire and Life Safety,"$2,686.95 ",,8,,,"$2,686.95 ",,,
CO-1420-2496,0.121072216,45203.53,HVAC,"$214,586.38 ",1,,,,,"$88,800.00 ","$125,786.38 ",
CO-1420-2496,0.121072216,45203.53,Interior,"$410,181.14 ",,1,2,14,,"$38,462.50 ","$121,063.87 ","$250,654.77 "
CO-1420-2496,0.121072216,45203.53,Other,"$2,775.00 ",,3,6,,,,"$2,775.00 ",
CO-1420-2496,0.121072216,45203.53,Plumbing,"$87,455.20 ",,,1,2,"$3,921.83 ",,"$14,634.62 ","$68,898.75 "
CO-1420-2496,0.121072216,45203.53,Roofing,"$151,468.20 ",1,,1,,,"$3,848.09 ","$147,620.11 ",
CO-1420-2496,0.121072216,45203.53,Site,"$249,096.63 ",,1,1,8,,"$12,742.89 ","$147,246.46 ","$89,107.28 "
CO-1420-2496,0.121072216,45203.53,Specialties,"$342,157.96 ",,1,4,11,,,"$48,541.47 ","$293,616.49 "
CO-1420-2496,0.121072216,45203.53,Stairs and Elevators,"$83,814.07 ",,,2,12,,,,"$83,814.07 "
CO-1420-4422,0.075426026,136795.51,Electrical,"$656,356.70 ",,,,3,,,"$601,086.71 ","$55,269.99 "
CO-1420-4422,0.075426026,136795.51,Exterior,"$31,539.31 ",,,6,6,,,,"$31,539.31 "
CO-1420-4422,0.075426026,136795.51,Fire and Life Safety,"$21,894.99 ",,,,,"$21,894.99 ",,,
CO-1420-4422,0.075426026,136795.51,HVAC,"$6,295,534.62 ",1,,,1,"$6,010,372.50 ","$98,354.75 ","$114,487.32 ","$72,320.05 "
CO-1420-4422,0.075426026,136795.51,Interior,"$1,367,004.95 ",,2,5,14,,,"$441,079.99 ","$925,924.96 "
CO-1420-4422,0.075426026,136795.51,Other,"$6,105.00 ",,,6,,,,"$6,105.00 ",
CO-1420-4422,0.075426026,136795.51,Plumbing,"$174,901.65 ",,,1,,"$6,549.23 ","$122,159.66 ","$46,192.75 ",
CO-1420-4422,0.075426026,136795.51,Roofing,"$317,654.43 ",1,4,4,,,"$263,188.43 ","$54,466.00 ",
CO-1420-4422,0.075426026,136795.51,Site,"$577,279.53 ",,3,1,1,"$98,459.52 ",,"$446,254.75 ","$32,565.26 "
CO-1420-4422,0.075426026,136795.51,Specialties,"$294,237.72 ",2,,3,7,,"$187,096.31 ",,"$107,141.42 "
CO-1420-4422,0.075426026,136795.51,Structure,"$37,243.39 ",,2,,,,"$24,828.92 ","$12,414.46 ",
CO-1420-5354,0.086065102,56314,Electrical,"$306,358.73 ",,1,1,1,"$32,754.91 ","$73,223.96 ","$198,874.89 ","$1,504.97 "
CO-1420-5354,0.086065102,56314,Exterior,"$17,857.13 ",1,2,1,,,,"$17,857.13 ",
CO-1420-5354,0.086065102,56314,HVAC,"$660,652.76 ",,,1,,,"$660,652.76 ",,
CO-1420-5354,0.086065102,56314,Interior,"$560,384.35 ",,4,,4,,,"$126,262.50 ","$434,121.85 "
CO-1420-5354,0.086065102,56314,Other,"$21,667.30 ",,,2,,,"$18,892.30 ","$2,775.00 ",
CO-1420-5354,0.086065102,56314,Plumbing,"$182,874.82 ",,2,1,4,,"$1,453.66 ","$9,756.41 ","$171,664.75 "
CO-1420-5354,0.086065102,56314,Site,"$110,646.53 ",,1,1,2,,,"$68,311.71 ","$42,334.82 "
CO-1420-5354,0.086065102,56314,Specialties,"$139,876.59 ",,,2,4,,,"$22,200.00 ","$117,676.59 "
CO-1420-5972,0.361070667,46523.98,Electrical,"$306,475.44 ",,,1,1,"$9,108.32 ","$49,950.00 ","$243,654.69 ","$3,762.43 "
CO-1420-5972,0.361070667,46523.98,Exterior,"$25,956.48 ",1,1,3,1,,,"$21,962.84 ","$3,993.65 "
CO-1420-5972,0.361070667,46523.98,Fire and Life Safety,"$2,686.95 ",,,2,,"$2,686.95 ",,,
CO-1420-5972,0.361070667,46523.98,HVAC,"$3,064,794.60 ",1,,,1,,"$2,957,346.22 ","$105,095.99 ","$2,352.40 "
CO-1420-5972,0.361070667,46523.98,Interior,"$1,122,811.85 ",,8,1,7,,,"$260,399.62 ","$862,412.24 "
CO-1420-5972,0.361070667,46523.98,Other,"$561,058.04 ",,,2,,,,"$561,058.04 ",
CO-1420-5972,0.361070667,46523.98,Plumbing,"$163,009.12 ",,,4,2,"$10,427.27 ","$23,095.67 ",,"$129,486.17 "
CO-1420-5972,0.361070667,46523.98,Roofing,"$446,949.97 ",1,1,,,,"$446,949.97 ",,
CO-1420-5972,0.361070667,46523.98,Site,"$768,861.58 ",,1,,6,,"$4,221.35 ","$281,226.49 ","$483,413.74 "
CO-1420-5972,0.361070667,46523.98,Specialties,"$138,701.90 ",,1,6,5,,,"$22,200.00 ","$116,501.90 "
CO-1420-5972,0.361070667,46523.98,Structure,"$117,751.30 ",,,1,1,"$3,503.20 ","$8,276.30 ",,"$105,971.79 "
CO-1420-0724,0.074969849,41599.25,Electrical,"$296,153.88 ",1,1,,4,,"$78,085.84 ","$167,983.37 ","$50,084.68 "
CO-1420-0724,0.074969849,41599.25,Exterior,"$35,854.39 ",,2,2,,,"$35,854.39 ",,
CO-1420-0724,0.074969849,41599.25,Fire and Life Safety,"$2,686.95 ",,4,,,"$2,686.95 ",,,
CO-1420-0724,0.074969849,41599.25,HVAC,"$350,737.16 ",1,,,1,"$166,500.00 ","$176,820.46 ",,"$7,416.70 "
CO-1420-0724,0.074969849,41599.25,Interior,"$238,661.50 ",1,3,,1,,"$63,267.79 ","$148,699.33 ","$26,694.38 "
CO-1420-0724,0.074969849,41599.25,Other,"$2,775.00 ",,1,2,,,,"$2,775.00 ",
CO-1420-0724,0.074969849,41599.25,Plumbing,"$88,234.75 ",,,1,6,,,"$37,014.81 ","$51,219.94 "
CO-1420-0724,0.074969849,41599.25,Roofing,$700.43 ,,,2,,,$700.43 ,,
CO-1420-0724,0.074969849,41599.25,Site,"$217,515.03 ",,1,,,,,"$217,515.03 ",
CO-1420-0724,0.074969849,41599.25,Specialties,"$72,289.90 ",,,3,2,,"$14,713.44 ",,"$57,576.47 "
CO-1420-1976,0.075828447,133164.54,Electrical,"$544,165.15 ",,2,,,,,"$544,165.15 ",
CO-1420-1976,0.075828447,133164.54,Exterior,"$287,484.12 ",,,1,1,,"$277,500.00 ",,"$9,984.12 "
CO-1420-1976,0.075828447,133164.54,HVAC,"$1,001,325.85 ",,1,,,,"$800,405.08 ","$200,920.77 ",
CO-1420-1976,0.075828447,133164.54,Interior,"$1,121,675.18 ",,4,2,6,,,"$301,149.97 ","$820,525.21 "
CO-1420-1976,0.075828447,133164.54,Plumbing,"$8,602.11 ",,,2,1,,,,"$8,602.11 "
CO-1420-1976,0.075828447,133164.54,Site,"$886,047.50 ",,,,3,"$26,904.65 ",,"$513,167.55 ","$345,975.30 "
CO-1420-1976,0.075828447,133164.54,Specialties,"$107,067.45 ",1,,3,2,,,"$76,183.12 ","$30,884.33 "
CO-1420-1976,0.075828447,133164.54,Stairs and Elevators,"$166,500.00 ",,,1,,,"$166,500.00 ",,
CO-1420-2550,0.126111672,52017.59,Electrical,"$278,640.90 ",,1,,,,"$55,282.58 ","$223,358.32 ",
CO-1420-2550,0.126111672,52017.59,Exterior,"$219,814.11 ",,2,2,1,,,"$209,395.87 ","$10,418.24 "
CO-1420-2550,0.126111672,52017.59,HVAC,"$447,009.40 ",,,2,3,,"$306,902.27 ","$109,012.07 ","$31,095.06 "
CO-1420-2550,0.126111672,52017.59,Interior,"$727,169.29 ",,3,4,8,,"$27,549.51 ","$154,012.50 ","$545,607.28 "
CO-1420-2550,0.126111672,52017.59,Other,"$2,775.00 ",,1,1,,,,"$2,775.00 ",
CO-1420-2550,0.126111672,52017.59,Plumbing,"$46,960.83 ",,,1,,,"$40,166.37 ","$6,794.45 ",
CO-1420-2550,0.126111672,52017.59,Roofing,"$128,167.60 ",,1,1,,,"$111,000.00 ","$17,167.60 ",
CO-1420-2550,0.126111672,52017.59,Site,"$350,253.03 ",,1,1,3,,"$211,593.28 ","$60,644.54 ","$78,015.21 "
CO-1420-2550,0.126111672,52017.59,Specialties,"$287,996.57 ",,1,4,10,,"$4,795.53 ","$35,235.77 ","$247,965.26 "
CO-1420-3450,0.171996752,#N/A,Electrical,"$325,073.86 ",,2,2,,,"$38,850.00 ","$286,223.86 ",
CO-1420-3450,0.171996752,#N/A,Exterior,"$179,506.47 ",,1,4,1,,"$160,161.91 ","$15,750.28 ","$3,594.28 "
CO-1420-3450,0.171996752,#N/A,Fire and Life Safety,"$2,686.95 ",,1,2,,"$2,686.95 ",,,
CO-1420-3450,0.171996752,#N/A,HVAC,"$494,027.53 ",1,,,1,,"$354,483.52 ",,"$139,544.02 "
CO-1420-3450,0.171996752,#N/A,Interior,"$677,707.71 ",,1,,5,,,"$270,286.48 ","$407,421.24 "
CO-1420-3450,0.171996752,#N/A,Other,"$2,775.00 ",,,2,,,,"$2,775.00 ",
CO-1420-3450,0.171996752,#N/A,Plumbing,"$59,706.41 ",,,1,1,,,"$9,756.41 ","$49,950.00 "
CO-1420-3450,0.171996752,#N/A,Roofing,"$207,340.93 ",,,1,,"$55,500.00 ","$19,898.17 ","$131,942.76 ",
CO-1420-3450,0.171996752,#N/A,Site,"$211,810.87 ",1,1,1,3,,,"$123,297.72 ","$88,513.14 "
CO-1420-3450,0.171996752,#N/A,Specialties,"$96,817.97 ",,,3,3,,,"$32,693.62 ","$64,124.36 "
CO-1420-3450,0.171996752,#N/A,Structure,"$111,000.00 ",,,2,,,"$111,000.00 ",,
CO-1420-4942,0.067096337,248133.07,Electrical,"$1,248,940.32 ",,2,,1,,"$40,379.20 ","$1,206,273.17 ","$2,287.94 "
CO-1420-4942,0.067096337,248133.07,Exterior,"$21,565.69 ",,2,5,2,,,,"$21,565.69 "
CO-1420-4942,0.067096337,248133.07,HVAC,"$870,228.13 ",,,,1,,"$647,185.38 ","$200,610.72 ","$22,432.03 "
CO-1420-4942,0.067096337,248133.07,Interior,"$2,089,859.03 ",,3,2,9,,"$222,000.00 ","$402,874.80 ","$1,464,984.23 "
CO-1420-4942,0.067096337,248133.07,Plumbing,"$27,689.28 ",,1,2,,,,"$27,689.28 ",
CO-1420-4942,0.067096337,248133.07,Roofing,"$714,271.87 ",,,2,,,,"$714,271.87 ",
CO-1420-4942,0.067096337,248133.07,Site,"$1,368,922.98 ",,,2,1,,"$84,952.60 ","$1,193,360.13 ","$90,610.25 "
CO-1420-4942,0.067096337,248133.07,Specialties,"$164,159.34 ",,1,2,,"$164,159.34 ",,,
CO-1420-4942,0.067096337,248133.07,Stairs and Elevators,"$3,678.36 ",3,,,2,,,,"$3,678.36 "
CO-1420-4942,0.067096337,248133.07,Structure,"$1,007.38 ",,,,1,,,,"$1,007.38 "
CO-1420-7962,0.250989071,46085.02,Electrical,"$333,471.61 ",,,,2,,"$95,339.59 ","$187,034.52 ","$51,097.50 "
CO-1420-7962,0.250989071,46085.02,HVAC,"$2,360,207.42 ",,2,3,1,,"$2,053,500.00 ","$304,147.79 ","$2,559.63 "
CO-1420-7962,0.250989071,46085.02,Interior,"$702,316.18 ",,3,2,5,,,"$191,475.00 ","$510,841.18 "
CO-1420-7962,0.250989071,46085.02,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-7962,0.250989071,46085.02,Plumbing,"$72,150.00 ",,,1,,,,"$72,150.00 ",
CO-1420-7962,0.250989071,46085.02,Site,"$691,127.24 ",,,1,5,,,"$540,714.92 ","$150,412.31 "
CO-1420-7962,0.250989071,46085.02,Specialties,"$413,035.31 ",,,6,10,,,"$22,200.00 ","$390,835.31 "
CO-1420-8102,0.1456192,51793.7,Electrical,"$373,635.95 ",,,1,1,,"$85,478.07 ","$248,922.04 ","$39,235.84 "
CO-1420-8102,0.1456192,51793.7,Exterior,"$4,117.31 ",,1,2,3,,,,"$4,117.31 "
CO-1420-8102,0.1456192,51793.7,HVAC,"$785,619.72 ",,,,,"$166,500.00 ","$619,119.72 ",,
CO-1420-8102,0.1456192,51793.7,Interior,"$507,578.11 ",1,4,,5,,,"$104,062.50 ","$403,515.61 "
CO-1420-8102,0.1456192,51793.7,Other,"$2,776.75 ",,,1,,$1.75 ,,"$2,775.00 ",
CO-1420-8102,0.1456192,51793.7,Roofing,"$522,800.92 ",1,,1,,,"$3,848.09 ","$518,952.83 ",
CO-1420-8102,0.1456192,51793.7,Site,"$304,722.84 ",,1,2,4,,,"$122,100.00 ","$182,622.84 "
CO-1420-8102,0.1456192,51793.7,Specialties,"$115,588.65 ",,,1,2,,,"$39,083.52 ","$76,505.13 "
CO-1420-5222,0.217916366,40712.12,Electrical,"$218,551.94 ",,,2,1,,,"$210,056.68 ","$8,495.26 "
CO-1420-5222,0.217916366,40712.12,Exterior,"$21,263.97 ",,,3,1,,,,"$21,263.97 "
CO-1420-5222,0.217916366,40712.12,HVAC,"$2,256,099.30 ",,,,,,"$2,256,099.30 ",,
CO-1420-5222,0.217916366,40712.12,Interior,"$702,997.54 ",,2,,7,,,"$154,012.50 ","$548,985.04 "
CO-1420-5222,0.217916366,40712.12,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-5222,0.217916366,40712.12,Plumbing,"$7,439.04 ",,,1,2,,,,"$7,439.04 "
CO-1420-5222,0.217916366,40712.12,Roofing,"$80,800.02 ",,,,,,"$80,800.02 ",,
CO-1420-5222,0.217916366,40712.12,Site,"$222,930.99 ",,1,,,,,"$222,930.99 ",
CO-1420-5222,0.217916366,40712.12,Specialties,"$30,166.89 ",,,2,3,,$710.44 ,,"$29,456.45 "
CO-1420-6090,0.112478423,83756.46,Electrical,"$111,875.80 ",,1,,,"$111,000.00 ",,$875.80 ,
CO-1420-6090,0.112478423,83756.46,Exterior,"$5,378.85 ",1,,1,1,,,,"$5,378.85 "
CO-1420-6090,0.112478423,83756.46,HVAC,"$468,140.66 ",,,,1,,"$455,100.00 ",,"$13,040.66 "
CO-1420-6090,0.112478423,83756.46,Interior,"$1,018,204.09 ",,2,,5,,,"$478,205.49 ","$539,998.59 "
CO-1420-6090,0.112478423,83756.46,Site,"$1,384,217.35 ",,,2,5,,,"$831,186.55 ","$553,030.80 "
CO-1420-6090,0.112478423,83756.46,Specialties,"$747,087.55 ",,,6,2,,"$12,611.52 ","$386,571.08 ","$347,904.96 "
CO-1420-6090,0.112478423,83756.46,Stairs and Elevators,"$21,321.87 ",,1,1,,,"$21,321.87 ",,
CO-1420-6090,0.112478423,83756.46,Structure,"$16,552.62 ",,2,,,,,"$16,552.62 ",
CO-1420-6806,0.157677364,33602.33,Electrical,"$430,038.66 ",,,1,1,,"$230,608.55 ","$153,082.79 ","$46,347.33 "
CO-1420-6806,0.157677364,33602.33,Exterior,"$38,892.19 ",,2,3,1,,"$35,049.17 ","$2,150.97 ","$1,692.05 "
CO-1420-6806,0.157677364,33602.33,Fire and Life Safety,"$22,200.00 ",,2,1,,"$11,100.00 ","$11,100.00 ",,
CO-1420-6806,0.157677364,33602.33,HVAC,"$663,370.00 ",1,1,,,,"$663,370.00 ",,
CO-1420-6806,0.157677364,33602.33,Interior,"$813,910.89 ",,2,,5,,,"$333,000.00 ","$480,910.89 "
CO-1420-6806,0.157677364,33602.33,Other,"$2,775.00 ",,,2,,,,"$2,775.00 ",
CO-1420-6806,0.157677364,33602.33,Plumbing,"$117,464.72 ",,,1,2,,,"$49,950.00 ","$67,514.72 "
CO-1420-6806,0.157677364,33602.33,Roofing,"$51,829.84 ",,,1,,"$51,829.84 ",,,
CO-1420-6806,0.157677364,33602.33,Site,"$349,527.37 ",1,,,4,,,"$201,427.98 ","$148,099.39 "
CO-1420-6806,0.157677364,33602.33,Specialties,"$57,429.05 ",,,6,3,,"$1,065.68 ",,"$56,363.37 "
CO-1420-6806,0.157677364,33602.33,Stairs and Elevators,"$6,340.79 ",,1,,1,,,,"$6,340.79 "
CO-1420-7114,0.089947439,214781,Electrical,"$1,588,735.63 ",,,,2,"$2,627.40 ","$1,066,724.31 ","$392,112.67 ","$127,271.25 "
CO-1420-7114,0.089947439,214781,Exterior,"$786,046.00 ",1,1,3,3,"$45,821.85 ","$499,500.00 ","$18,627.42 ","$222,096.73 "
CO-1420-7114,0.089947439,214781,Fire and Life Safety,"$11,100.00 ",1,2,1,,"$11,100.00 ",,,
CO-1420-7114,0.089947439,214781,HVAC,"$3,205,916.03 ",1,,,,"$3,055,552.50 ","$150,363.53 ",,
CO-1420-7114,0.089947439,214781,Interior,"$1,705,999.10 ",,,,12,,,"$391,275.00 ","$1,314,724.10 "
CO-1420-7114,0.089947439,214781,Plumbing,"$214,621.70 ",,,1,1,,"$30,483.00 ","$178,463.51 ","$5,675.19 "
CO-1420-7114,0.089947439,214781,Site,"$2,550,819.34 ",,4,3,3,,"$645,226.18 ","$1,806,825.18 ","$98,767.98 "
CO-1420-7114,0.089947439,214781,Specialties,"$129,128.81 ",,3,5,4,,"$67,874.49 ",,"$61,254.32 "
CO-1420-9232,0.185514228,41934.24,Electrical,"$426,410.47 ",,1,,2,"$111,000.00 ","$142,656.78 ","$113,627.40 ","$59,126.29 "
CO-1420-9232,0.185514228,41934.24,Exterior,"$8,325.00 ",1,4,3,,,"$8,325.00 ",,
CO-1420-9232,0.185514228,41934.24,Fire and Life Safety,"$16,650.00 ",,1,,,,"$16,650.00 ",,
CO-1420-9232,0.185514228,41934.24,HVAC,"$1,299,926.46 ",,1,,,"$166,500.00 ","$1,133,426.46 ",,
CO-1420-9232,0.185514228,41934.24,Interior,"$1,193,578.09 ",1,2,,6,,,"$212,287.50 ","$981,290.59 "
CO-1420-9232,0.185514228,41934.24,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-9232,0.185514228,41934.24,Site,"$57,418.55 ",,,1,1,,"$4,221.35 ","$3,066.41 ","$50,130.79 "
CO-1420-9232,0.185514228,41934.24,Specialties,"$126,274.07 ",,1,2,5,,,,"$126,274.07 "
CO-1420-9328,0.167973469,51051.97,Electrical,"$399,721.57 ",,,,1,,"$174,070.46 ","$212,331.11 ","$13,320.00 "
CO-1420-9328,0.167973469,51051.97,Exterior,"$20,483.22 ",,2,2,2,,,,"$20,483.22 "
CO-1420-9328,0.167973469,51051.97,HVAC,"$1,062,755.47 ",,,,,,"$1,062,755.47 ",,
CO-1420-9328,0.167973469,51051.97,Interior,"$547,307.34 ",,4,,3,,,"$216,450.00 ","$330,857.34 "
CO-1420-9328,0.167973469,51051.97,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-9328,0.167973469,51051.97,Plumbing,"$92,574.99 ",,,1,1,,,"$4,995.00 ","$87,579.99 "
CO-1420-9328,0.167973469,51051.97,Roofing,"$296,487.84 ",,,1,,,,"$296,487.84 ",
CO-1420-9328,0.167973469,51051.97,Site,"$769,851.36 ",,,1,1,,,"$713,882.48 ","$55,968.88 "
CO-1420-9328,0.167973469,51051.97,Specialties,"$119,207.68 ",,,6,7,,,,"$119,207.68 "
CO-1420-9328,0.167973469,51051.97,Structure,"$5,550.00 ",,,,,,"$5,550.00 ",,
0,0.151319654,#N/A,Electrical,"$303,422.20 ",,1,,1,,"$118,338.09 ","$183,202.89 ","$1,881.22 "
0,0.151319654,#N/A,Exterior,"$41,898.27 ",,4,2,1,,,"$9,843.99 ","$32,054.28 "
0,0.151319654,#N/A,HVAC,"$883,129.38 ",,,2,2,,"$793,682.38 ","$13,110.72 ","$76,336.28 "
0,0.151319654,#N/A,Interior,"$865,401.97 ",,3,2,5,,"$97,835.04 ","$352,697.33 ","$414,869.59 "
0,0.151319654,#N/A,Plumbing,"$10,203.06 ",,1,3,,,,"$10,203.06 ",
0,0.151319654,#N/A,Site,"$261,727.37 ",,,1,2,,,"$199,406.22 ","$62,321.15 "
0,0.151319654,#N/A,Specialties,"$207,647.00 ",,,3,6,,,,"$207,647.00 "
0,0.23378078,#N/A,Electrical,"$324,170.56 ",,,,,,"$2,233.29 ","$321,937.27 ",
0,0.23378078,#N/A,Exterior,"$8,582.84 ",,1,4,,,"$8,582.84 ",,
0,0.23378078,#N/A,Fire and Life Safety,"$2,686.95 ",,1,,,"$2,686.95 ",,,
0,0.23378078,#N/A,HVAC,"$492,414.07 ",1,,,3,,"$151,977.85 ","$122,100.00 ","$218,336.22 "
0,0.23378078,#N/A,Interior,"$1,206,345.11 ",,4,1,12,,"$3,252.93 ","$269,621.60 ","$933,470.58 "
0,0.23378078,#N/A,Other,"$58,275.00 ",,1,3,,"$27,750.00 ",,"$30,525.00 ",
0,0.23378078,#N/A,Plumbing,"$23,065.08 ",1,,2,2,,"$8,363.89 ","$5,843.34 ","$8,857.84 "
0,0.23378078,#N/A,Roofing,"$64,957.03 ",,1,1,,,,"$64,957.03 ",
0,0.23378078,#N/A,Site,"$679,204.32 ",,,1,6,,,"$575,572.92 ","$103,631.40 "
0,0.23378078,#N/A,Specialties,"$94,872.62 ",,,3,6,,"$1,065.68 ",,"$93,806.94 "
CO-1420-5758,0.070823378,69794.95,Electrical,"$145,175.80 ",,1,,,,"$33,300.00 ","$111,875.80 ",
CO-1420-5758,0.070823378,69794.95,Exterior,"$9,984.12 ",,1,2,1,,,,"$9,984.12 "
CO-1420-5758,0.070823378,69794.95,HVAC,"$628,016.00 ",,,,,"$277,500.00 ","$333,000.00 ","$17,516.00 ",
CO-1420-5758,0.070823378,69794.95,Interior,"$895,500.58 ",1,3,1,4,,,"$137,362.50 ","$758,138.08 "
CO-1420-5758,0.070823378,69794.95,Other,"$2,775.00 ",,,2,,,,"$2,775.00 ",
CO-1420-5758,0.070823378,69794.95,Roofing,"$1,813.83 ",,,1,,"$1,813.83 ",,,
CO-1420-5758,0.070823378,69794.95,Site,"$340,704.23 ",1,,,,,,"$257,454.23 ","$83,250.00 "
CO-1420-5758,0.070823378,69794.95,Specialties,"$39,501.57 ",,,2,1,,,,"$39,501.57 "
CO-1420-6470,0.121076245,91755.19,Electrical,"$269,356.92 ",,,,,,"$85,478.07 ","$183,878.85 ",
CO-1420-6470,0.121076245,91755.19,Exterior,"$303,538.58 ",,1,5,2,,"$292,875.54 ",,"$10,663.04 "
CO-1420-6470,0.121076245,91755.19,HVAC,"$1,597,617.36 ",,2,,3,,"$467,523.99 ","$1,040,881.91 ","$89,211.47 "
CO-1420-6470,0.121076245,91755.19,Interior,"$1,059,215.64 ",,2,3,3,,,"$362,137.50 ","$697,078.14 "
CO-1420-6470,0.121076245,91755.19,Other,"$4,995.00 ",,,1,,,,"$4,995.00 ",
CO-1420-6470,0.121076245,91755.19,Plumbing,"$15,401.05 ",,,1,1,,"$11,100.00 ",,"$4,301.05 "
CO-1420-6470,0.121076245,91755.19,Roofing,"$661,372.71 ",,1,,,,,"$661,372.71 ",
CO-1420-6470,0.121076245,91755.19,Site,"$490,363.52 ",,,1,5,"$3,170.39 ",,"$329,352.86 ","$157,840.27 "
CO-1420-6470,0.121076245,91755.19,Specialties,"$269,375.71 ",1,,10,6,,,,"$269,375.71 "
CO-1420-7239,0.058173603,253037,Electrical,"$1,617,556.92 ",,,,1,,"$2,800.81 ","$1,165,470.75 ","$449,285.36 "
CO-1420-7239,0.058173603,253037,Exterior,"$29,305.84 ",,1,5,1,,,"$9,563.74 ","$19,742.10 "
CO-1420-7239,0.058173603,253037,Fire and Life Safety,"$63,863.89 ",,,1,,"$55,500.00 ",,"$8,363.89 ",
CO-1420-7239,0.058173603,253037,HVAC,"$2,486,109.71 ",1,,1,1,"$231,505.65 ","$2,253,300.00 ",,"$1,304.06 "
CO-1420-7239,0.058173603,253037,Interior,"$1,795,287.80 ",,,,5,,,"$391,275.00 ","$1,404,012.80 "
CO-1420-7239,0.058173603,253037,Other,$1.75 ,,,1,,$1.75 ,,,
CO-1420-7239,0.058173603,253037,Plumbing,"$8,363.89 ",1,,,,,"$8,363.89 ",,
CO-1420-7239,0.058173603,253037,Roofing,"$11,545.84 ",,1,,,,"$11,545.84 ",,
CO-1420-7239,0.058173603,253037,Site,"$1,900,077.10 ",,1,,2,,,"$1,862,140.52 ","$37,936.58 "
CO-1420-7239,0.058173603,253037,Specialties,"$142,937.63 ",,,6,3,,"$11,100.00 ",,"$131,837.63 "
CO-1420-7239,0.058173603,253037,Stairs and Elevators,"$166,500.00 ",,1,,,,,"$166,500.00 ",
CO-1420-7239,0.058173603,253037,Structure,"$4,378.99 ",,,1,1,,,,"$4,378.99 "
CO-1420-7870,0.025047453,69882,Electrical,"$233,100.00 ",,,,,,"$55,500.00 ","$177,600.00 ",
CO-1420-7870,0.025047453,69882,Exterior,"$17,205.00 ",,1,1,,,,"$13,320.00 ","$3,885.00 "
CO-1420-7870,0.025047453,69882,HVAC,"$256,439.86 ",,,,,,"$256,439.86 ",,
CO-1420-7870,0.025047453,69882,Interior,"$107,947.50 ",,1,,,,,"$104,062.50 ","$3,885.00 "
CO-1420-7870,0.025047453,69882,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-7870,0.025047453,69882,Specialties,"$49,950.00 ",,,1,1,,,,"$49,950.00 "
CO-1420-9052,0.21217722,50510.75,Electrical,"$198,433.71 ",,,,,,,"$198,433.71 ",
CO-1420-9052,0.21217722,50510.75,Exterior,"$129,772.54 ",,,4,,,"$33,210.35 ","$96,562.20 ",
CO-1420-9052,0.21217722,50510.75,HVAC,"$2,904,197.35 ",,3,4,,,"$621,600.00 ","$2,282,597.35 ",
CO-1420-9052,0.21217722,50510.75,Interior,"$623,393.08 ",,1,3,7,,,"$187,312.50 ","$436,080.58 "
CO-1420-9052,0.21217722,50510.75,Other,"$31,588.50 ",,,1,,,,"$31,588.50 ",
CO-1420-9052,0.21217722,50510.75,Plumbing,"$38,870.42 ",,,2,3,"$18,197.27 ","$7,770.00 ",,"$12,903.15 "
CO-1420-9052,0.21217722,50510.75,Roofing,"$1,371,570.36 ",2,1,,,"$549,450.00 ","$10,229.15 ","$811,891.21 ",
