School Code,FCI,Sqft,System,"Total Cost by School, By System",Priority1 Count,Priority2 Count,Priority3 Count,Priority4 Count,Priority1 Cost,Priority2 Cost,Priority3 Cost,Priority4 Cost
CO-1420-4548,0.116047708,102013.68,HVAC,"$1,545,497.87 ",,3,2,1,,"$1,030,763.39 ","$513,430.41 ","$1,304.06 "
CO-1420-4548,0.116047708,102013.68,Interior,"$1,371,767.12 ",1,,2,10,"$4,347.47 ",,"$381,223.99 ","$986,195.65 "
CO-1420-4548,0.116047708,102013.68,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-4548,0.116047708,102013.68,Plumbing,"$68,463.81 ",1,,5,,"$3,921.83 ",,"$64,541.98 ",
CO-1420-4548,0.116047708,102013.68,Site,"$212,829.20 ",,,2,5,,,"$145,072.40 ","$67,756.80 "
CO-1420-4548,0.116047708,102013.68,Specialties,"$606,101.23 ",,,1,7,,,"$50,389.97 ","$555,711.25 "
CO-1420-4548,0.116047708,102013.68,Stairs and Elevators,$411.62 ,,,,1,,,,$411.62 
CO-1420-4548,0.116047708,102013.68,Structure,"$33,105.24 ",,,1,,,,"$33,105.24 ",
CO-1420-5036,0.137914507,48383.01,Electrical,"$122,885.20 ",,,2,,,,"$122,885.20 ",
CO-1420-5036,0.137914507,48383.01,Exterior,"$128,516.00 ",,1,,1,,"$111,000.00 ",,"$17,516.00 "
CO-1420-5036,0.137914507,48383.01,Fire and Life Safety,"$2,686.95 ",1,,,,"$2,686.95 ",,,
CO-1420-5036,0.137914507,48383.01,HVAC,"$1,019,051.97 ",,1,3,2,,"$754,800.00 ","$249,622.24 ","$14,629.73 "
CO-1420-5036,0.137914507,48383.01,Interior,"$963,174.18 ",,1,1,7,,"$38,109.49 ","$212,287.50 ","$712,777.20 "
CO-1420-5036,0.137914507,48383.01,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-5036,0.137914507,48383.01,Plumbing,"$18,435.58 ",,,2,,,,"$18,435.58 ",
CO-1420-5036,0.137914507,48383.01,Site,"$324,723.77 ",,,4,2,,,"$269,042.31 ","$55,681.46 "
CO-1420-5036,0.137914507,48383.01,Specialties,"$166,446.03 ",,,,6,,,,"$166,446.03 "
CO-1420-5036,0.137914507,48383.01,Structure,"$7,215.00 ",1,,,,"$7,215.00 ",,,
CO-1420-6286,0.169226661,55701.57,Electrical,"$133,961.66 ",,,1,1,,,"$122,100.00 ","$11,861.66 "
CO-1420-6286,0.169226661,55701.57,Exterior,"$8,325.00 ",,,1,,,,"$8,325.00 ",
CO-1420-6286,0.169226661,55701.57,Fire and Life Safety,"$2,686.95 ",1,,,,"$2,686.95 ",,,
CO-1420-6286,0.169226661,55701.57,HVAC,"$1,918,438.91 ",1,2,2,1,"$166,500.00 ","$1,576,638.51 ","$166,493.07 ","$8,807.33 "
CO-1420-6286,0.169226661,55701.57,Interior,"$796,105.86 ",,1,1,4,,"$9,038.25 ","$178,987.50 ","$608,080.11 "
CO-1420-6286,0.169226661,55701.57,Other,"$2,776.75 ",1,,1,,$1.75 ,,"$2,775.00 ",
CO-1420-6286,0.169226661,55701.57,Plumbing,"$27,943.27 ",1,,1,,"$10,427.27 ",,"$17,516.00 ",
CO-1420-6286,0.169226661,55701.57,Roofing,"$56,092.04 ",1,,,1,"$55,500.00 ",,,$592.04 
CO-1420-6286,0.169226661,55701.57,Site,"$580,198.54 ",,,6,3,,,"$530,803.54 ","$49,395.00 "
CO-1420-6286,0.169226661,55701.57,Specialties,"$92,929.93 ",,,,5,,,,"$92,929.93 "
CO-1420-6286,0.169226661,55701.57,Stairs and Elevators,"$4,203.84 ",,,,1,,,,"$4,203.84 "
CO-1420-1886,0.074555496,613,Electrical,"$965,820.32 ",,1,3,1,,"$19,670.47 ","$906,914.02 ","$39,235.84 "
CO-1420-1886,0.074555496,613,Exterior,"$80,704.99 ",,6,,6,,"$62,873.70 ",,"$17,831.30 "
CO-1420-1886,0.074555496,613,Fire and Life Safety,"$13,608.18 ",,1,,,,"$13,608.18 ",,
CO-1420-1886,0.074555496,613,HVAC,"$1,411,531.60 ",,6,,,"$418,381.24 ","$989,265.36 ","$3,885.00 ",
CO-1420-1886,0.074555496,613,Interior,"$1,579,760.96 ",,,3,27,,,"$413,533.97 ","$1,166,226.98 "
CO-1420-1886,0.074555496,613,Other,"$88,245.00 ",,1,1,,,"$83,250.00 ","$4,995.00 ",
CO-1420-1886,0.074555496,613,Plumbing,"$418,543.48 ",,,4,1,,,"$272,460.06 ","$146,083.43 "
CO-1420-1886,0.074555496,613,Roofing,"$63,968.21 ",2,,,,"$63,968.21 ",,,
CO-1420-1886,0.074555496,613,Site,"$2,387,227.80 ",,,8,8,,,"$2,142,240.18 ","$244,987.62 "
CO-1420-1886,0.074555496,613,Specialties,"$622,144.84 ",,1,2,5,,"$11,100.00 ","$370,264.74 ","$240,780.10 "
CO-1420-1886,0.074555496,613,Stairs and Elevators,"$274,809.57 ",,,1,19,,,"$16,650.00 ","$258,159.57 "
CO-1420-1886,0.074555496,613,Structure,"$49,487.69 ",,,,1,,,,"$49,487.69 "
CO-1420-2616,0.104078179,199.11,Electrical,"$264,383.12 ",,,3,,,,"$264,383.12 ",
CO-1420-2616,0.104078179,199.11,Exterior,"$6,306.42 ",,1,,,,"$6,306.42 ",,
CO-1420-2616,0.104078179,199.11,HVAC,"$174,783.19 ",,1,3,,,"$15,335.05 ","$159,448.14 ",
CO-1420-2616,0.104078179,199.11,Interior,"$302,289.83 ",,,1,5,,,"$129,037.50 ","$173,252.33 "
CO-1420-2616,0.104078179,199.11,Other,"$690,975.00 ",,3,3,,,"$355,200.00 ","$335,775.00 ",
CO-1420-2616,0.104078179,199.11,Plumbing,"$15,927.16 ",1,,1,,"$10,427.27 ",,"$5,499.88 ",
CO-1420-2616,0.104078179,199.11,Roofing,"$66,097.18 ",2,,,,"$66,097.18 ",,,
CO-1420-2616,0.104078179,199.11,Site,"$501,004.65 ",,,4,2,,,"$381,137.41 ","$119,867.24 "
CO-1420-2616,0.104078179,199.11,Specialties,"$255,681.32 ",,,,2,,,,"$255,681.32 "
CO-1420-2616,0.104078179,199.11,Structure,"$3,620.34 ",,,1,,,,"$3,620.34 ",
CO-1420-9424,0.04223261,48099.82,Electrical,"$31,253.20 ",,,3,,,,"$31,253.20 ",
CO-1420-9424,0.04223261,48099.82,Exterior,"$21,019.20 ",,1,1,,,"$10,299.41 ","$10,719.79 ",
CO-1420-9424,0.04223261,48099.82,Fire and Life Safety,"$2,686.95 ",1,,,,"$2,686.95 ",,,
CO-1420-9424,0.04223261,48099.82,HVAC,"$9,938.36 ",,,,1,,,,"$9,938.36 "
CO-1420-9424,0.04223261,48099.82,Interior,"$493,672.50 ",,,1,3,,,"$104,062.50 ","$389,610.00 "
CO-1420-9424,0.04223261,48099.82,Plumbing,"$23,704.96 ",,,2,3,,,"$6,051.02 ","$17,653.94 "
CO-1420-9424,0.04223261,48099.82,Roofing,"$3,383.04 ",1,,,,"$3,383.04 ",,,
CO-1420-9424,0.04223261,48099.82,Site,"$437,075.22 ",,1,1,4,,"$48,621.35 ","$116,461.93 ","$271,991.94 "
CO-1420-9424,0.04223261,48099.82,Specialties,$802.50 ,,,1,,,,$802.50 ,
CO-1420-9424,0.04223261,48099.82,Stairs and Elevators,"$1,576.44 ",,,,1,,,,"$1,576.44 "
CO-1420-9428,0.097851207,104163.98,Electrical,"$81,623.89 ",,1,7,,,"$1,073.96 ","$80,549.94 ",
CO-1420-9428,0.097851207,104163.98,Exterior,"$48,300.35 ",,2,,9,,"$22,336.40 ",,"$25,963.95 "
CO-1420-9428,0.097851207,104163.98,HVAC,"$2,013,902.99 ",1,9,3,1,"$129,703.20 ","$1,214,090.97 ","$636,904.27 ","$33,204.55 "
CO-1420-9428,0.097851207,104163.98,Interior,"$940,033.13 ",,3,5,18,,"$117,497.31 ","$465,315.12 ","$357,220.70 "
CO-1420-9428,0.097851207,104163.98,Plumbing,"$310,684.29 ",1,1,4,2,"$147,253.50 ","$25,489.45 ","$91,634.95 ","$46,306.39 "
CO-1420-9428,0.097851207,104163.98,Site,"$1,274,418.23 ",1,1,6,4,"$9,362.31 ","$94,691.49 ","$775,171.03 ","$395,193.40 "
CO-1420-9428,0.097851207,104163.98,Specialties,"$175,144.13 ",,,2,10,,,"$15,279.21 ","$159,864.92 "
CO-1420-9428,0.097851207,104163.98,Stairs and Elevators,"$27,815.41 ",,,,3,,,,"$27,815.41 "
CO-1420-9428,0.097851207,104163.98,Structure,"$15,110.75 ",,,,1,,,,"$15,110.75 "
CO-1420-0951,0.074772285,55082.87,Electrical,"$230,010.02 ",,,2,,,,"$230,010.02 ",
CO-1420-0951,0.074772285,55082.87,Exterior,"$37,800.92 ",,,4,,,,"$37,800.92 ",
CO-1420-0951,0.074772285,55082.87,Fire and Life Safety,"$5,067.15 ",,1,,,,"$5,067.15 ",,
CO-1420-0951,0.074772285,55082.87,HVAC,"$137,614.44 ",,,1,,,,"$137,614.44 ",
CO-1420-0951,0.074772285,55082.87,Interior,"$571,678.70 ",,,2,4,,,"$104,831.52 ","$466,847.19 "
CO-1420-0951,0.074772285,55082.87,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-0951,0.074772285,55082.87,Site,"$637,503.92 ",,,7,3,,,"$606,680.46 ","$30,823.47 "
CO-1420-0951,0.074772285,55082.87,Specialties,"$6,882.02 ",,,,2,,,,"$6,882.02 "
CO-1420-0951,0.074772285,55082.87,Structure,"$27,480.89 ",,1,,1,,"$10,509.60 ",,"$16,971.29 "
CO-1420-1790,0.199327934,44226.74,Electrical,"$55,500.00 ",,1,,1,,"$33,300.00 ",,"$22,200.00 "
CO-1420-1790,0.199327934,44226.74,HVAC,"$1,060,424.91 ",1,1,,,"$166,500.00 ","$893,924.91 ",,
CO-1420-1790,0.199327934,44226.74,Interior,"$274,649.91 ",,,,6,,,,"$274,649.91 "
CO-1420-1790,0.199327934,44226.74,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-1790,0.199327934,44226.74,Plumbing,"$165,371.13 ",,,1,3,,,"$12,191.13 ","$153,180.00 "
CO-1420-1790,0.199327934,44226.74,Roofing,"$55,500.00 ",1,,,,"$55,500.00 ",,,
CO-1420-1790,0.199327934,44226.74,Site,"$341,459.51 ",,,1,4,,,"$83,250.00 ","$258,209.51 "
CO-1420-1790,0.199327934,44226.74,Specialties,"$1,621,895.85 ",,,,6,,,,"$1,621,895.85 "
CO-1420-2093,0.051692184,236407.06,Electrical,"$1,424,252.95 ",,2,3,3,,"$110,681.21 ","$1,203,362.84 ","$110,208.90 "
CO-1420-2093,0.051692184,236407.06,Exterior,"$105,933.46 ",,2,1,3,,"$55,500.00 ","$5,359.89 ","$45,073.57 "
CO-1420-2093,0.051692184,236407.06,HVAC,"$2,046,001.31 ",,1,1,,"$1,580,063.91 ","$343,837.40 ","$122,100.00 ",
CO-1420-2093,0.051692184,236407.06,Interior,"$2,369,472.72 ",,1,2,13,,"$29,426.88 ","$402,625.37 ","$1,937,420.47 "
CO-1420-2093,0.051692184,236407.06,Other,$1.75 ,1,,,,$1.75 ,,,
CO-1420-2093,0.051692184,236407.06,Plumbing,"$54,452.87 ",1,2,,1,"$10,427.27 ","$35,423.49 ",,"$8,602.11 "
CO-1420-2093,0.051692184,236407.06,Site,"$263,894.05 ",,1,5,,,"$33,981.04 ","$229,913.01 ",
CO-1420-2093,0.051692184,236407.06,Specialties,"$193,856.02 ",,,2,2,,,"$171,270.38 ","$22,585.64 "
CO-1420-2093,0.051692184,236407.06,Stairs and Elevators,"$11,035.08 ",,,,1,,,,"$11,035.08 "
CO-1420-6135,0.113012276,51928.44,Electrical,"$235,293.29 ",,2,1,1,,"$4,199.91 ","$212,281.21 ","$18,812.18 "
CO-1420-6135,0.113012276,51928.44,Exterior,$565.77 ,,,,1,,,,$565.77 
CO-1420-6135,0.113012276,51928.44,HVAC,"$746,184.50 ",1,1,1,2,"$166,500.00 ","$444,000.00 ","$52,548.00 ","$83,136.50 "
CO-1420-6135,0.113012276,51928.44,Interior,"$677,878.96 ",,,1,8,,,"$104,062.50 ","$573,816.46 "
CO-1420-6135,0.113012276,51928.44,Other,"$2,776.75 ",1,,1,,$1.75 ,,"$2,775.00 ",
CO-1420-6135,0.113012276,51928.44,Site,"$578,574.12 ",,,4,6,,,"$197,522.02 ","$381,052.10 "
CO-1420-6135,0.113012276,51928.44,Specialties,"$9,799.08 ",,,,1,,,,"$9,799.08 "
CO-1420-7128,0.089737572,62386,Electrical,"$221,811.86 ",,,1,1,,,"$214,687.46 ","$7,124.39 "
CO-1420-7128,0.089737572,62386,Exterior,"$68,490.19 ",,1,1,2,,"$10,299.41 ","$5,359.89 ","$52,830.88 "
CO-1420-7128,0.089737572,62386,HVAC,"$617,398.66 ",,1,1,,,"$2,221.03 ","$615,177.63 ",
CO-1420-7128,0.089737572,62386,Interior,"$404,217.34 ",,,2,8,,,"$111,506.80 ","$292,710.54 "
CO-1420-7128,0.089737572,62386,Other,$1.75 ,1,,,,$1.75 ,,,
CO-1420-7128,0.089737572,62386,Plumbing,"$14,728.32 ",1,,,1,"$10,427.27 ",,,"$4,301.05 "
CO-1420-7128,0.089737572,62386,Site,"$717,191.02 ",,,4,1,,,"$653,292.66 ","$63,898.36 "
CO-1420-7128,0.089737572,62386,Specialties,"$69,946.14 ",,,,3,,,,"$69,946.14 "
CO-1420-8381,0.085240828,133871.53,Electrical,"$662,464.88 ",,1,4,3,,"$54,649.92 ","$598,697.36 ","$9,117.61 "
CO-1420-8381,0.085240828,133871.53,Exterior,"$74,471.02 ",,1,,,,"$74,471.02 ",,
CO-1420-8381,0.085240828,133871.53,Fire and Life Safety,"$13,737.80 ",3,,,,"$13,737.80 ",,,
CO-1420-8381,0.085240828,133871.53,HVAC,"$726,320.42 ",1,1,4,1,"$5,517.54 ","$162,309.98 ","$555,884.76 ","$2,608.13 "
CO-1420-8381,0.085240828,133871.53,Interior,"$985,373.20 ",,,2,6,,,"$308,399.85 ","$676,973.35 "
CO-1420-8381,0.085240828,133871.53,Plumbing,"$20,404.39 ",,1,,1,,"$8,363.89 ",,"$12,040.49 "
CO-1420-8381,0.085240828,133871.53,Roofing,"$1,261,662.10 ",,1,1,,,"$19,042.08 ","$1,242,620.01 ",
CO-1420-8381,0.085240828,133871.53,Site,"$546,900.21 ",,1,6,,,"$6,432.32 ","$540,467.89 ",
CO-1420-8381,0.085240828,133871.53,Specialties,"$81,828.79 ",,,1,,,,"$81,828.79 ",
CO-1420-8381,0.085240828,133871.53,Stairs and Elevators,"$9,994.63 ",,,,1,,,,"$9,994.63 "
CO-1420-9490,0.088274532,47105,Electrical,"$84,687.31 ",,2,1,1,,"$53,558.04 ","$19,267.60 ","$11,861.66 "
CO-1420-9490,0.088274532,47105,HVAC,"$377,547.71 ",,,1,1,,,"$376,243.65 ","$1,304.06 "
CO-1420-9490,0.088274532,47105,Interior,"$624,992.25 ",,,3,3,,,"$494,859.67 ","$130,132.58 "
CO-1420-9490,0.088274532,47105,Plumbing,"$41,878.12 ",,2,,,,"$41,878.12 ",,
CO-1420-9490,0.088274532,47105,Site,"$609,512.68 ",,3,3,4,,"$25,407.57 ","$496,129.06 ","$87,976.05 "
CO-1420-9490,0.088274532,47105,Specialties,"$17,677.53 ",1,,1,3,"$2,616.89 ",,"$2,191.25 ","$12,869.38 "
CO-1420-0965,0.225315226,66111.49,Electrical,"$803,277.19 ",1,7,6,1,"$32,754.91 ","$281,041.22 ","$348,013.47 ","$141,467.58 "
CO-1420-0965,0.225315226,66111.49,Exterior,"$277,289.41 ",,1,4,7,,"$14,852.69 ","$32,385.46 ","$230,051.26 "
CO-1420-0965,0.225315226,66111.49,Fire and Life Safety,"$13,608.18 ",,1,,,,"$13,608.18 ",,
CO-1420-0965,0.225315226,66111.49,HVAC,"$1,695,734.98 ",,7,2,1,,"$1,476,197.88 ","$209,320.31 ","$10,216.78 "
CO-1420-0965,0.225315226,66111.49,Interior,"$1,131,574.49 ",,,3,21,,,"$156,686.32 ","$974,888.17 "
CO-1420-0965,0.225315226,66111.49,Other,"$4,995.00 ",,,1,,,,"$4,995.00 ",
CO-1420-0965,0.225315226,66111.49,Plumbing,"$35,974.28 ",,,,2,,,,"$35,974.28 "
CO-1420-0965,0.225315226,66111.49,Roofing,"$156,090.84 ",1,,1,,"$138,750.00 ",,"$17,340.84 ",
CO-1420-0965,0.225315226,66111.49,Site,"$536,362.29 ",,1,4,5,,"$1,539.39 ","$372,019.90 ","$162,803.00 "
CO-1420-0965,0.225315226,66111.49,Specialties,"$142,948.66 ",1,1,,5,"$3,853.52 ","$5,254.80 ",,"$133,840.35 "
CO-1420-0965,0.225315226,66111.49,Stairs and Elevators,"$116,244.94 ",,,,4,,,,"$116,244.94 "
CO-1420-4798,0.082457788,27222.04,Exterior,"$33,692.03 ",,3,,2,,"$24,597.72 ",,"$9,094.31 "
CO-1420-4798,0.082457788,27222.04,HVAC,"$42,774.07 ",1,,,,"$42,774.07 ",,,
CO-1420-4798,0.082457788,27222.04,Interior,"$803,016.54 ",,,1,3,,,"$1,449.97 ","$801,566.56 "
CO-1420-4798,0.082457788,27222.04,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-4798,0.082457788,27222.04,Site,"$225,514.67 ",,,2,4,,,"$63,338.50 ","$162,176.17 "
CO-1420-4798,0.082457788,27222.04,Specialties,"$33,437.00 ",,1,,1,,"$28,025.60 ",,"$5,411.39 "
CO-1420-9432,0.097787431,45058.79,Electrical,"$92,054.39 ",,1,2,1,,"$8,325.00 ","$74,323.29 ","$9,406.10 "
CO-1420-9432,0.097787431,45058.79,Exterior,"$119,567.26 ",,10,,10,,"$80,205.55 ",,"$39,361.71 "
CO-1420-9432,0.097787431,45058.79,Fire and Life Safety,"$2,686.95 ",1,,,,"$2,686.95 ",,,
CO-1420-9432,0.097787431,45058.79,HVAC,"$149,795.35 ",,4,1,1,,"$30,526.30 ","$110,140.59 ","$9,128.46 "
CO-1420-9432,0.097787431,45058.79,Interior,"$456,520.17 ",,1,3,18,,"$32,190.00 ","$312,589.21 ","$111,740.96 "
CO-1420-9432,0.097787431,45058.79,Plumbing,"$165,198.62 ",,,1,4,,,"$57,627.64 ","$107,570.99 "
CO-1420-9432,0.097787431,45058.79,Roofing,"$16,239.26 ",,,1,,,,"$16,239.26 ",
CO-1420-9432,0.097787431,45058.79,Site,"$675,574.42 ",,,7,9,,,"$370,904.69 ","$304,669.73 "
CO-1420-9432,0.097787431,45058.79,Specialties,"$53,957.17 ",,,1,3,,,"$24,866.86 ","$29,090.30 "
CO-1420-9432,0.097787431,45058.79,Stairs and Elevators,"$79,820.40 ",,,,11,,,,"$79,820.40 "
CO-1420-2120,0.044116503,169557,Electrical,"$813,759.84 ",1,,6,2,"$80,522.62 ",,"$716,947.35 ","$16,289.87 "
CO-1420-2120,0.044116503,169557,Exterior,"$6,391.57 ",,,,4,,,,"$6,391.57 "
CO-1420-2120,0.044116503,169557,Fire and Life Safety,"$11,050.85 ",1,,,1,"$2,686.95 ",,,"$8,363.89 "
CO-1420-2120,0.044116503,169557,HVAC,"$43,655.52 ",,1,,5,,"$1,372.45 ",,"$42,283.07 "
CO-1420-2120,0.044116503,169557,Interior,"$523,203.81 ",,,1,6,,,"$391,275.00 ","$131,928.81 "
CO-1420-2120,0.044116503,169557,Other,$1.75 ,1,,,,$1.75 ,,,
CO-1420-2120,0.044116503,169557,Plumbing,"$132,657.86 ",,1,3,2,,"$8,363.89 ","$111,390.81 ","$12,903.16 "
CO-1420-2120,0.044116503,169557,Site,"$1,150,117.73 ",,,4,3,,"$55,500.00 ","$1,083,966.79 ","$10,650.94 "
CO-1420-2120,0.044116503,169557,Specialties,"$115,325.09 ",,1,1,1,,"$11,100.00 ","$97,358.82 ","$6,866.27 "
CO-1420-2120,0.044116503,169557,Stairs and Elevators,"$194,250.00 ",,1,,,,"$194,250.00 ",,
CO-1420-2120,0.044116503,169557,Structure,"$82,763.09 ",,,1,,,,"$82,763.09 ",
CO-1420-3088,0.15250431,55392,Electrical,"$265,479.87 ",,1,3,1,,"$38,850.00 ","$176,562.14 ","$50,067.73 "
CO-1420-3088,0.15250431,55392,Fire and Life Safety,"$2,686.95 ",1,,,,"$2,686.95 ",,,
CO-1420-3088,0.15250431,55392,HVAC,"$2,025,957.43 ",,5,3,2,,"$1,812,161.10 ","$134,059.57 ","$79,736.75 "
CO-1420-3088,0.15250431,55392,Interior,"$524,386.40 ",,,2,2,,,"$191,386.40 ","$333,000.00 "
CO-1420-3088,0.15250431,55392,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-3088,0.15250431,55392,Plumbing,"$176,993.87 ",1,1,1,,"$10,427.27 ","$153,246.60 ","$13,320.00 ",
CO-1420-3088,0.15250431,55392,Roofing,"$4,995.00 ",,1,,,,"$4,995.00 ",,
CO-1420-3088,0.15250431,55392,Site,"$217,314.14 ",,,2,1,,,"$153,415.78 ","$63,898.36 "
CO-1420-3088,0.15250431,55392,Specialties,"$159,474.35 ",,,,7,,,,"$159,474.35 "
CO-1420-3201,0.101561531,49079,Electrical,"$391,494.42 ",,3,3,,,"$182,625.77 ","$208,868.66 ",
CO-1420-3201,0.101561531,49079,Exterior,"$38,862.12 ",,1,,3,,"$15,848.48 ",,"$23,013.64 "
CO-1420-3201,0.101561531,49079,Fire and Life Safety,"$2,686.95 ",1,,,,"$2,686.95 ",,,
CO-1420-3201,0.101561531,49079,HVAC,"$119,636.01 ",,,2,,,,"$119,636.01 ",
CO-1420-3201,0.101561531,49079,Interior,"$623,468.53 ",,,2,6,,,"$206,537.01 ","$416,931.52 "
CO-1420-3201,0.101561531,49079,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-3201,0.101561531,49079,Plumbing,"$158,723.85 ",,,4,,,,"$158,723.85 ",
CO-1420-3201,0.101561531,49079,Site,"$239,694.93 ",,,3,2,,,"$213,545.42 ","$26,149.51 "
CO-1420-3201,0.101561531,49079,Specialties,"$240,443.01 ",1,,2,8,"$5,233.78 ",,"$10,080.47 ","$225,128.76 "
CO-1420-3201,0.101561531,49079,Stairs and Elevators,"$1,576.44 ",,,,1,,,,"$1,576.44 "
CO-1420-3201,0.101561531,49079,Structure,"$7,555.37 ",,,,1,,,,"$7,555.37 "
CO-1420-6539,0.048953437,112625,Electrical,"$77,544.38 ",,,4,,,,"$77,544.38 ",
CO-1420-6539,0.048953437,112625,Exterior,"$124,302.62 ",,2,1,,,"$111,000.00 ","$13,302.62 ",
CO-1420-6539,0.048953437,112625,HVAC,"$410,971.87 ",2,2,1,,"$306,664.14 ","$100,130.17 ","$4,177.56 ",
CO-1420-6539,0.048953437,112625,Interior,"$402,905.58 ",,,4,2,,,"$349,962.69 ","$52,942.89 "
CO-1420-6539,0.048953437,112625,Other,"$6,105.00 ",,,1,,,,"$6,105.00 ",
CO-1420-6539,0.048953437,112625,Plumbing,"$45,099.32 ",,1,,,,"$45,099.32 ",,
CO-1420-6539,0.048953437,112625,Roofing,"$43,790.00 ",,,1,,,,"$43,790.00 ",
CO-1420-6539,0.048953437,112625,Site,"$416,250.00 ",,,2,,,,"$416,250.00 ",
CO-1420-6539,0.048953437,112625,Specialties,"$122,343.66 ",,2,1,1,,"$15,478.99 ","$91,838.21 ","$15,026.45 "
CO-1420-4408,0.033262959,10709.82,Exterior,"$12,917.40 ",,,3,,,,"$12,917.40 ",
CO-1420-4408,0.033262959,10709.82,HVAC,"$55,500.00 ",,1,,,,"$55,500.00 ",,
CO-1420-4408,0.033262959,10709.82,Other,"$2,775.00 ",,,1,,,,"$2,775.00 ",
CO-1420-4408,0.033262959,10709.82,Site,"$152,688.08 ",,,1,1,,,"$111,000.00 ","$41,688.08 "
CO-1420-4408,0.033262959,10709.82,Specialties,$950.16 ,,,,1,,,,$950.16 
CO-1420-5623,0.902349684,6808,Electrical,"$3,443.18 ",,,1,,,,"$3,443.18 ",
CO-1420-5623,0.902349684,6808,Exterior,"$18,013.88 ",,,,3,,,,"$18,013.88 "
CO-1420-5623,0.902349684,6808,HVAC,"$111,000.00 ",,1,,,,"$111,000.00 ",,
CO-1420-5623,0.902349684,6808,Interior,"$454,908.01 ",,,,5,,,,"$454,908.01 "
CO-1420-5623,0.902349684,6808,Plumbing,"$36,342.37 ",,,1,1,,,"$24,114.27 ","$12,228.09 "
CO-1420-5623,0.902349684,6808,Roofing,"$1,367.21 ",,1,,,,"$1,367.21 ",,
CO-1420-5623,0.902349684,6808,Site,"$48,506.16 ",,2,2,2,,"$28,095.02 ","$9,646.33 ","$10,764.80 "
CO-1420-5623,0.902349684,6808,Specialties,"$14,812.75 ",,,,2,,,,"$14,812.75 "
CO-1420-5623,0.902349684,6808,Stairs and Elevators,"$40,619.60 ",,,,3,,,,"$40,619.60 "
CO-1420-5472,0.127987755,83680.25,Electrical,"$560,454.18 ",3,3,7,,"$199,254.91 ","$43,742.58 ","$317,456.69 ",
CO-1420-5472,0.127987755,83680.25,Exterior,"$240,122.87 ",,2,2,5,,"$132,457.10 ","$61,220.83 ","$46,444.94 "
CO-1420-5472,0.127987755,83680.25,HVAC,"$2,107,054.77 ",,8,6,,,"$1,310,497.73 ","$796,557.03 ",
CO-1420-5472,0.127987755,83680.25,Interior,"$549,967.89 ",,,2,8,,,"$258,949.64 ","$291,018.26 "
CO-1420-5472,0.127987755,83680.25,Other,"$6,660.00 ",,,2,,,,"$6,660.00 ",
CO-1420-5472,0.127987755,83680.25,Plumbing,"$70,253.08 ",1,2,,,"$7,770.00 ","$62,483.08 ",,
CO-1420-5472,0.127987755,83680.25,Site,"$188,611.33 ",,,4,5,,,"$102,392.94 ","$86,218.40 "
CO-1420-5472,0.127987755,83680.25,Specialties,"$309,297.52 ",,,2,6,,,"$166,500.00 ","$142,797.52 "
CO-1420-5472,0.127987755,83680.25,Structure,"$236,414.48 ",,,1,3,,,"$82,763.09 ","$153,651.39 "
CO-1420-0033,0.120869315,79126.72,Electrical,"$211,555.88 ",,1,2,1,,"$55,500.00 ","$148,154.76 ","$7,901.11 "
CO-1420-0033,0.120869315,79126.72,Exterior,"$144,300.00 ",,,2,,,,"$144,300.00 ",
CO-1420-0033,0.120869315,79126.72,Fire and Life Safety,"$16,650.00 ",1,,,,"$16,650.00 ",,,
CO-1420-0033,0.120869315,79126.72,Interior,"$920,070.55 ",,,1,4,,,"$1,844.79 ","$918,225.77 "
CO-1420-0033,0.120869315,79126.72,Plumbing,"$3,921.83 ",,,1,,"$3,921.83 ",,,
CO-1420-0033,0.120869315,79126.72,Roofing,"$499,500.00 ",1,,,,,,"$499,500.00 ",
CO-1420-0033,0.120869315,79126.72,Site,"$122,392.22 ",,,1,2,,,"$1,751.60 ","$120,640.62 "
CO-1420-0033,0.120869315,79126.72,Specialties,"$124,425.78 ",,,1,3,,,,"$124,425.78 "
CO-1420-0033,0.120869315,79126.72,Structure,"$37,499.05 ",,,,1,"$15,084.78 ",,,"$22,414.27 "
CO-1420-5892,0.09858066,54227,Electrical,"$125,759.18 ",1,,,,,"$63,691.68 ","$62,067.50 ",
CO-1420-5892,0.09858066,54227,Exterior,"$209,407.45 ",,2,1,2,,"$150,847.18 ","$27,973.13 ","$30,587.14 "
CO-1420-5892,0.09858066,54227,HVAC,"$1,026,046.27 ",,4,2,1,,"$801,290.41 ","$217,093.28 ","$7,662.59 "
CO-1420-5892,0.09858066,54227,Interior,"$743,817.83 ",,3,4,11,,"$3,056.54 ","$183,786.88 ","$556,974.40 "
CO-1420-5892,0.09858066,54227,Plumbing,"$6,288.24 ",,1,3,1,,,,"$6,288.24 "
