OBJECTID,Attend School Code,Attend School Name,Attendance Articulation Area,Grade,Choice,Longitude,Latitude
18635,CO-1420-4550,Kendrick Lakes Elementary,Bear Creek,01,Choice,-105.0980074,39.6545966
18636,CO-1420-33,McLain Community High School,Option,11,Choice,-105.0980074,39.6545966
18637,CO-1420-1864,Columbine High,Columbine,09,Choice,-105.0980074,39.6545966
18638,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0980074,39.6545966
18639,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0980074,39.6545966
18640,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0980074,39.6545966
18641,CO-1420-4550,Kendrick Lakes Elementary,Bear Creek,PK,Choice,-105.0980074,39.6545966
18642,CO-1420-33,McLain Community High School,Option,11,Choice,-105.0980074,39.6545966
18643,CO-1420-3536,Governor's Ranch Elementary,Columbine,05,Choice,-105.0980074,39.6545966
18644,CO-1420-660,Bear Creek K-8,Bear Creek,02,Home School,-105.0980074,39.6545966
18645,CO-1420-660,Bear Creek K-8,Bear Creek,03,Home School,-105.0980074,39.6545966
18646,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0980074,39.6545966
18647,CO-1420-660,Bear Creek K-8,Bear Creek,01,Home School,-105.0980074,39.6545966
18648,CO-1420-965,Brady Exploration School,Option,12,Choice,-105.0980074,39.6545966
18649,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.0980074,39.6545966
18650,CO-1420-660,Bear Creek K-8,Bear Creek,03,Home School,-105.0980074,39.6545966
18651,CO-1420-660,Bear Creek K-8,Bear Creek,06,Choice,-105.0980074,39.6545966
18652,CO-1420-660,Bear Creek K-8,Bear Creek,06,Choice,-105.0980074,39.6545966
18653,CO-1420-660,Bear Creek K-8,Bear Creek,05,Home School,-105.0980074,39.6545966
18654,CO-1420-4550,Kendrick Lakes Elementary,Bear Creek,04,Choice,-105.0980074,39.6545966
18655,CO-1420-664,Bear Creek High,Bear Creek,09,Home School,-105.0980074,39.6545966
18656,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0951364,39.6562796
18657,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0951364,39.6562796
18658,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.0950554,39.6560366
18659,CO-1420-9412,Westgate Elementary,Bear Creek,03,Home School,-105.0934669,39.6543356
18660,CO-1420-9412,Westgate Elementary,Bear Creek,01,Home School,-105.0934669,39.6543356
18661,CO-1420-1318,Carmody Middle,Bear Creek,06,Home School,-105.0934669,39.6543356
18662,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0935974,39.6548036
18663,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0935974,39.6548036
18664,CO-1420-9412,Westgate Elementary,Bear Creek,01,Home School,-105.0935974,39.6548036
18665,CO-1420-660,Bear Creek K-8,Bear Creek,03,Choice,-105.0935974,39.6548036
18666,CO-1420-724,Belmar School of Integrated Arts,Lakewood,04,Choice,-105.0933859,39.6554786
18667,CO-1420-9412,Westgate Elementary,Bear Creek,PK,Choice,-105.0933859,39.6554786
18668,CO-1420-9412,Westgate Elementary,Bear Creek,KGF,Home School,-105.0943084,39.6543086
18669,CO-1420-9412,Westgate Elementary,Bear Creek,04,Home School,-105.0943084,39.6543086
18670,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0943084,39.6543086
18671,CO-1420-8223,Stevens Elementary,Wheat Ridge,02,Choice,-105.0949744,39.6547946
18672,CO-1420-7468,Rose Stein International Elementary,Alameda,KGF,Choice,-105.0949744,39.6547946
18673,CO-1420-7468,Rose Stein International Elementary,Alameda,06,Choice,-105.0949744,39.6547946
18674,CO-1420-9412,Westgate Elementary,Bear Creek,04,Home School,-105.0949744,39.6547946
18675,CO-1420-9412,Westgate Elementary,Bear Creek,03,Home School,-105.0949744,39.6547946
18676,CO-1420-8102,South Lakewood Elementary,Lakewood,04,Choice,-105.0943444,39.6554606
18677,CO-1420-8102,South Lakewood Elementary,Lakewood,01,Choice,-105.0943444,39.6554606
18678,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.0948394,39.6554786
18679,CO-1420-9412,Westgate Elementary,Bear Creek,05,Home School,-105.0948394,39.6554786
18680,CO-1420-1318,Carmody Middle,Bear Creek,07,Home School,-105.0948394,39.6554786
18681,CO-1420-8102,South Lakewood Elementary,Lakewood,03,Choice,-105.0948394,39.6554786
18682,CO-1420-9412,Westgate Elementary,Bear Creek,05,Home School,-105.0948709,39.6541286
18683,CO-1420-9412,Westgate Elementary,Bear Creek,01,Home School,-105.0948709,39.6541286
18684,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0952084,39.6542726
18685,CO-1420-9008,Ute Meadows Elementary,Chatfield,KGF,Choice,-105.0941374,39.6560096
18686,CO-1420-5472,Manning,Option,08,Choice,-105.0949699,39.6544616
18687,CO-1420-9412,Westgate Elementary,Bear Creek,PK,Choice,-105.0965764,39.6560456
18688,CO-1420-6808,Patterson Elementary,Alameda,PK,Choice,-105.0965764,39.6560456
18689,CO-1420-660,Bear Creek K-8,Bear Creek,07,Choice,-105.0965764,39.6560456
18690,CO-1420-660,Bear Creek K-8,Bear Creek,08,Choice,-105.0965764,39.6560456
18691,CO-1420-660,Bear Creek K-8,Bear Creek,05,Home School,-105.0965764,39.6560456
18692,CO-1420-9412,Westgate Elementary,Bear Creek,03,Choice,-105.0965764,39.6560456
18693,CO-1420-660,Bear Creek K-8,Bear Creek,04,Home School,-105.0965764,39.6560456
18694,CO-1420-9412,Westgate Elementary,Bear Creek,01,Choice,-105.0965764,39.6560456
18695,CO-1420-1318,Carmody Middle,Bear Creek,06,Home School,-105.0965764,39.6560456
18696,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0965764,39.6560456
18697,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0965764,39.6560456
18698,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0965764,39.6560456
18699,CO-1420-664,Bear Creek High,Bear Creek,09,Home School,-105.0965764,39.6560456
18700,CO-1420-9412,Westgate Elementary,Bear Creek,02,Choice,-105.0965764,39.6560456
18701,CO-1420-660,Bear Creek K-8,Bear Creek,08,Choice,-105.0965764,39.6560456
18702,CO-1420-9412,Westgate Elementary,Bear Creek,04,Choice,-105.0965764,39.6560456
18703,CO-1420-3628,Green Mountain High,Green Mountain,09,Choice,-105.0965764,39.6560456
18704,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.0965764,39.6560456
18705,CO-1420-660,Bear Creek K-8,Bear Creek,01,Home School,-105.0965764,39.6560456
18706,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0965764,39.6560456
18707,CO-1420-1318,Carmody Middle,Bear Creek,06,Home School,-105.0965764,39.6560456
18708,CO-1420-660,Bear Creek K-8,Bear Creek,03,Home School,-105.0965764,39.6560456
18709,CO-1420-724,Belmar School of Integrated Arts,Lakewood,03,Choice,-105.0965764,39.6560456
18710,CO-1420-1318,Carmody Middle,Bear Creek,07,Home School,-105.0965764,39.6560456
18711,CO-1420-660,Bear Creek K-8,Bear Creek,03,Home School,-105.0965764,39.6560456
18712,CO-1420-660,Bear Creek K-8,Bear Creek,07,Choice,-105.0965764,39.6560456
18713,CO-1420-660,Bear Creek K-8,Bear Creek,03,Home School,-105.0965764,39.6560456
18714,CO-1420-4190,Hutchinson Elementary,Green Mountain,01,Choice,-105.0965764,39.6560456
18715,CO-1420-1318,Carmody Middle,Bear Creek,07,Home School,-105.0965764,39.6560456
18716,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0965764,39.6560456
18717,CO-1420-4190,Hutchinson Elementary,Green Mountain,03,Choice,-105.0965764,39.6560456
18718,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0965764,39.6560456
18719,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0965764,39.6560456
18720,CO-1420-660,Bear Creek K-8,Bear Creek,05,Home School,-105.0965764,39.6560456
18721,CO-1420-9412,Westgate Elementary,Bear Creek,05,Choice,-105.0965764,39.6560456
18722,CO-1420-660,Bear Creek K-8,Bear Creek,03,Home School,-105.0965764,39.6560456
18723,CO-1420-9412,Westgate Elementary,Bear Creek,05,Choice,-105.0965764,39.6560456
18724,CO-1420-660,Bear Creek K-8,Bear Creek,06,Choice,-105.0965764,39.6560456
18725,CO-1420-660,Bear Creek K-8,Bear Creek,06,Choice,-105.0965764,39.6560456
18726,CO-1420-660,Bear Creek K-8,Bear Creek,08,Choice,-105.0965764,39.6560456
18727,CO-1420-660,Bear Creek K-8,Bear Creek,07,Choice,-105.0965764,39.6560456
18728,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0965764,39.6560456
18729,CO-1420-2093,Dakota Ridge High,Dakota Ridge,09,Choice,-105.0965764,39.6560456
18730,CO-1420-8381,Summit Ridge Middle,Dakota Ridge,08,Choice,-105.0965764,39.6560456
18731,CO-1420-3622,Green Gables Elementary,Bear Creek,02,Choice,-105.0963109,39.6550556
18732,CO-1420-3025,Foothills Elementary,Green Mountain,02,Choice,-105.0963109,39.6550556
18733,CO-1420-3025,Foothills Elementary,Green Mountain,03,Choice,-105.0963109,39.6550556
18734,CO-1420-660,Bear Creek K-8,Bear Creek,02,Home School,-105.0963109,39.6550556
18735,CO-1420-660,Bear Creek K-8,Bear Creek,01,Home School,-105.0963109,39.6550556
18736,CO-1420-2120,D'Evelyn Junior/Senior,Option,12,Choice,-105.0963109,39.6550556
18737,CO-1420-3536,Governor's Ranch Elementary,Columbine,01,Choice,-105.0963109,39.6550556
18738,CO-1420-1522,Chatfield High,Chatfield,11,Choice,-105.0963109,39.6550556
18739,CO-1420-660,Bear Creek K-8,Bear Creek,04,Home School,-105.0963109,39.6550556
18740,CO-1420-664,Bear Creek High,Bear Creek,09,Home School,-105.0963109,39.6550556
18741,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0963109,39.6550556
18742,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0963109,39.6550556
18743,CO-1420-664,Bear Creek High,Bear Creek,09,Home School,-105.0963109,39.6550556
18744,CO-1420-660,Bear Creek K-8,Bear Creek,02,Home School,-105.0963109,39.6550556
18745,CO-1420-3628,Green Mountain High,Green Mountain,10,Choice,-105.0963109,39.6550556
18746,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0963109,39.6550556
18747,CO-1420-660,Bear Creek K-8,Bear Creek,07,Choice,-105.0963109,39.6550556
18748,CO-1420-660,Bear Creek K-8,Bear Creek,06,Choice,-105.0963109,39.6550556
18749,CO-1420-8381,Summit Ridge Middle,Dakota Ridge,08,Choice,-105.0898714,39.6542186
18750,CO-1420-2093,Dakota Ridge High,Dakota Ridge,09,Choice,-105.0898714,39.6542186
18751,CO-1420-9412,Westgate Elementary,Bear Creek,04,Home School,-105.0910144,39.6529226
18752,CO-1420-1976,Creighton Middle,Lakewood,07,Choice,-105.0897544,39.6538946
18753,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0897544,39.6538946
18754,CO-1420-9510,Wheat Ridge High,Wheat Ridge,11,Choice,-105.0901504,39.6539126
18755,CO-1420-664,Bear Creek High,Bear Creek,09,Home School,-105.0901504,39.6539126
18756,CO-1420-33,McLain Community High School,Option,12,Choice,-105.0901504,39.6539126
18757,CO-1420-660,Bear Creek K-8,Bear Creek,06,Choice,-105.0902269,39.6539216
18758,CO-1420-6133,Mortensen Elementary,Chatfield,KGF,Choice,-105.0903079,39.6539216
18759,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0903934,39.6539306
18760,CO-1420-9412,Westgate Elementary,Bear Creek,PK,Choice,-105.0905914,39.6537686
18761,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.0905914,39.6537686
18762,CO-1420-9412,Westgate Elementary,Bear Creek,04,Home School,-105.0908974,39.6539216
18763,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0910459,39.6539216
18764,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.0911269,39.6539216
18765,CO-1420-3025,Foothills Elementary,Green Mountain,02,Choice,-105.0918334,39.6542546
18766,CO-1420-660,Bear Creek K-8,Bear Creek,KGF,Choice,-105.0918334,39.6542546
18767,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0918334,39.6542546
18768,CO-1420-3201,Free Horizon Montessori,Option,08,Choice,-105.0913789,39.6539306
18769,CO-1420-3201,Free Horizon Montessori,Option,01,Choice,-105.0913789,39.6539306
18770,CO-1420-3201,Free Horizon Montessori,Option,04,Choice,-105.0913789,39.6539306
18771,CO-1420-4549,Kendallvue Elementary,Bear Creek,03,Choice,-105.0914689,39.6539306
18772,CO-1420-4549,Kendallvue Elementary,Bear Creek,01,Choice,-105.0914689,39.6539306
18773,CO-1420-9412,Westgate Elementary,Bear Creek,01,Home School,-105.0917254,39.6539396
18774,CO-1420-9412,Westgate Elementary,Bear Creek,02,Home School,-105.0927064,39.6544706
18775,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0866449,39.6547676
18776,CO-1420-664,Bear Creek High,Bear Creek,09,Home School,-105.0866449,39.6547676
18777,CO-1420-3536,Governor's Ranch Elementary,Columbine,01,Choice,-105.0860914,39.6544076
18778,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0855739,39.6543626
18779,CO-1420-660,Bear Creek K-8,Bear Creek,03,Choice,-105.0855739,39.6543626
18780,CO-1420-664,Bear Creek High,Bear Creek,09,Home School,-105.0850699,39.6544166
18781,CO-1420-5623,Long View,Option,11,Choice,-105.0853264,39.6551906
18782,CO-1420-6808,Patterson Elementary,Alameda,PK,Choice,-105.0853264,39.6551906
18783,CO-1420-660,Bear Creek K-8,Bear Creek,05,Choice,-105.0853264,39.6551906
18784,CO-1420-3622,Green Gables Elementary,Bear Creek,03,Choice,-105.0887014,39.6552086
18785,CO-1420-5004,Lasley Elementary,Alameda,06,Choice,-105.0886519,39.6554696
18786,CO-1420-660,Bear Creek K-8,Bear Creek,01,Choice,-105.0892234,39.6554156
18787,CO-1420-1318,Carmody Middle,Bear Creek,06,Home School,-105.0897859,39.6545696
18788,CO-1420-660,Bear Creek K-8,Bear Creek,02,Choice,-105.0894664,39.6549206
18789,CO-1420-660,Bear Creek K-8,Bear Creek,KGF,Choice,-105.0894664,39.6549206
18790,CO-1420-6804,Parmalee Elementary,Evergreen,05,Choice,-105.0894664,39.6549206
18791,CO-1420-660,Bear Creek K-8,Bear Creek,08,Choice,-105.0887869,39.6548036
18792,CO-1420-660,Bear Creek K-8,Bear Creek,05,Choice,-105.0887869,39.6548036
18793,CO-1420-9412,Westgate Elementary,Bear Creek,03,Home School,-105.0877654,39.6544346
18794,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0894259,39.6540566
18795,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0872074,39.6534626
18796,CO-1420-660,Bear Creek K-8,Bear Creek,07,Choice,-105.0872074,39.6534626
18797,CO-1420-7282,Red Rocks Elementary,Bear Creek,04,Choice,-105.0871129,39.6557666
18798,CO-1420-5004,Lasley Elementary,Alameda,05,Choice,-105.0871129,39.6557666
18799,CO-1420-5004,Lasley Elementary,Alameda,02,Choice,-105.0871129,39.6557666
18800,CO-1420-6286,Normandy Elementary,Columbine,05,Choice,-105.0868744,39.6555506
18801,CO-1420-3622,Green Gables Elementary,Bear Creek,PK,Choice,-105.0868744,39.6555506
18802,CO-1420-1318,Carmody Middle,Bear Creek,07,Home School,-105.0868744,39.6555506
18803,CO-1420-3622,Green Gables Elementary,Bear Creek,KGF,Choice,-105.0868744,39.6555506
18804,CO-1420-9412,Westgate Elementary,Bear Creek,KGF,Home School,-105.0863209,39.6559466
18805,CO-1420-660,Bear Creek K-8,Bear Creek,07,Choice,-105.0863209,39.6559466
18806,CO-1420-660,Bear Creek K-8,Bear Creek,01,Choice,-105.0863209,39.6559466
18807,CO-1420-9412,Westgate Elementary,Bear Creek,05,Home School,-105.0863209,39.6559466
18808,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.0863209,39.6559466
18809,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0868069,39.6561806
18810,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.0868069,39.6561806
18811,CO-1420-9412,Westgate Elementary,Bear Creek,PK,Choice,-105.0868069,39.6561806
18812,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.0883459,39.6562976
18813,CO-1420-9412,Westgate Elementary,Bear Creek,KGF,Home School,-105.0882064,39.6543176
18814,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0882064,39.6543176
18815,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0882064,39.6543176
18816,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0882064,39.6543176
18817,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0882064,39.6543176
18818,CO-1420-5036,Leawood Elementary,Columbine,03,Choice,-105.0882199,39.6535796
18819,CO-1420-4548,Ken Caryl Middle,Columbine,07,Choice,-105.0882199,39.6535796
18820,CO-1420-2093,Dakota Ridge High,Dakota Ridge,10,Choice,-105.0885574,39.6539576
18821,CO-1420-660,Bear Creek K-8,Bear Creek,04,Choice,-105.0885574,39.6539576
18822,CO-1420-3622,Green Gables Elementary,Bear Creek,04,Choice,-105.0890029,39.6541916
18823,CO-1420-3536,Governor's Ranch Elementary,Columbine,04,Choice,-105.0843949,39.6544616
18824,CO-1420-965,Brady Exploration School,Option,12,Choice,-105.0843949,39.6544616
18825,CO-1420-9412,Westgate Elementary,Bear Creek,04,Home School,-105.0794179,39.6545156
18826,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0794179,39.6545156
18827,CO-1420-1318,Carmody Middle,Bear Creek,07,Home School,-105.0727714,39.6549476
18828,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0727714,39.6549476
18829,CO-1420-9412,Westgate Elementary,Bear Creek,05,Home School,-105.0730414,39.6539486
18830,CO-1420-9412,Westgate Elementary,Bear Creek,05,Home School,-105.0730414,39.6539486
18831,CO-1420-2120,D'Evelyn Junior/Senior,Option,08,Choice,-105.0727849,39.6541196
18832,CO-1420-2120,D'Evelyn Junior/Senior,Option,09,Choice,-105.0727849,39.6541196
18833,CO-1420-9432,Dennison Elementary,Option,02,Choice,-105.0702874,39.6551096
18834,CO-1420-2120,D'Evelyn Junior/Senior,Option,09,Choice,-105.0706519,39.6548666
18835,CO-1420-1318,Carmody Middle,Bear Creek,06,Home School,-105.0734599,39.6538586
18836,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.0734599,39.6538586
18837,CO-1420-9412,Westgate Elementary,Bear Creek,05,Home School,-105.0734599,39.6538586
18838,CO-1420-5036,Leawood Elementary,Columbine,03,Choice,-105.0734599,39.6535076
18839,CO-1420-4548,Ken Caryl Middle,Columbine,06,Choice,-105.0734599,39.6535076
18840,CO-1420-5004,Lasley Elementary,Alameda,04,Choice,-105.0703009,39.6539036
18841,CO-1420-9412,Westgate Elementary,Bear Creek,05,Home School,-105.0698059,39.6538856
18842,CO-1420-1318,Carmody Middle,Bear Creek,06,Home School,-105.0698059,39.6538856
18843,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.0698059,39.6538856
18844,CO-1420-9412,Westgate Elementary,Bear Creek,05,Home School,-105.0698059,39.6538856
18845,CO-1420-9412,Westgate Elementary,Bear Creek,03,Home School,-105.0707869,39.6559016
18846,CO-1420-664,Bear Creek High,Bear Creek,09,Home School,-105.0707869,39.6559016
18847,CO-1420-9412,Westgate Elementary,Bear Creek,05,Home School,-105.0725149,39.6555866
18848,CO-1420-1864,Columbine High,Columbine,11,Choice,-105.0681769,39.6513836
18849,CO-1420-664,Bear Creek High,Bear Creek,11,Choice,-105.0679069,39.6511136
18850,CO-1420-660,Bear Creek K-8,Bear Creek,03,Choice,-105.0665299,39.6538226
18851,CO-1420-9510,Wheat Ridge High,Wheat Ridge,12,Choice,-105.0665299,39.6538226
18852,CO-1420-2550,Eiber Elementary,Lakewood,02,Choice,-105.0665299,39.6538226
18853,CO-1420-9412,Westgate Elementary,Bear Creek,01,Choice,-105.0665299,39.6538226
18854,CO-1420-2550,Eiber Elementary,Lakewood,KGF,Choice,-105.0665299,39.6538226
18855,CO-1420-660,Bear Creek K-8,Bear Creek,06,Choice,-105.0665299,39.6538226
18856,CO-1420-9412,Westgate Elementary,Bear Creek,03,Choice,-105.0665299,39.6538226
18857,CO-1420-9412,Westgate Elementary,Bear Creek,01,Choice,-105.0665299,39.6538226
18858,CO-1420-9412,Westgate Elementary,Bear Creek,PK,Choice,-105.0665299,39.6538226
18859,CO-1420-664,Bear Creek High,Bear Creek,10,Choice,-105.0665299,39.6538226
18860,CO-1420-33,McLain Community High School,Option,12,Choice,-105.0665299,39.6538226
18861,CO-1420-660,Bear Creek K-8,Bear Creek,06,Choice,-105.0665299,39.6538226
18862,CO-1420-660,Bear Creek K-8,Bear Creek,KGF,Choice,-105.0665299,39.6538226
18863,CO-1420-1318,Carmody Middle,Bear Creek,06,Home School,-105.0690679,39.6542186
18864,CO-1420-664,Bear Creek High,Bear Creek,09,Home School,-105.0690679,39.6542186
18865,CO-1420-660,Bear Creek K-8,Bear Creek,04,Choice,-105.0624979,39.6536336
18866,CO-1420-108,Alameda Intl Junior/Senior High,Alameda,12,Choice,-105.0624979,39.6536336
18867,CO-1420-2130,Deer Creek Middle,Chatfield,07,Choice,-105.0624979,39.6536336
18868,CO-1420-2130,Deer Creek Middle,Chatfield,07,Choice,-105.0624979,39.6536336
18869,CO-1420-1861,Columbine Hills Elementary,Columbine,01,Choice,-105.0624979,39.6536336
18870,CO-1420-1861,Columbine Hills Elementary,Columbine,01,Choice,-105.0624979,39.6536336
18871,CO-1420-664,Bear Creek High,Bear Creek,12,Choice,-105.0623629,39.6540026
18872,CO-1420-664,Bear Creek High,Bear Creek,10,Choice,-105.0624979,39.6536336
18873,CO-1420-664,Bear Creek High,Bear Creek,09,Choice,-105.0643204,39.6551906
18874,CO-1420-660,Bear Creek K-8,Bear Creek,08,Choice,-105.0643204,39.6551906
18875,CO-1420-660,Bear Creek K-8,Bear Creek,07,Choice,-105.0645634,39.6537416
18876,CO-1420-660,Bear Creek K-8,Bear Creek,05,Choice,-105.0645634,39.6537416
18877,CO-1420-664,Bear Creek High,Bear Creek,11,Choice,-105.0645634,39.6537416
18878,CO-1420-7780,Shaffer Elementary,Chatfield,01,Choice,-105.0604414,39.6537236
18879,CO-1420-5036,Leawood Elementary,Columbine,01,Choice,-105.0592669,39.6514196
18880,CO-1420-1864,Columbine High,Columbine,10,Choice,-105.0592669,39.6514196
18881,CO-1420-1318,Carmody Middle,Bear Creek,06,Choice,-105.0592669,39.6514196
18882,CO-1420-1864,Columbine High,Columbine,12,Choice,-105.0577999,39.6523916
18883,CO-1420-4548,Ken Caryl Middle,Columbine,07,Choice,-105.0577999,39.6523916
18884,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.0577144,39.6525986
18885,CO-1420-8276,Stober Elementary,Wheat Ridge,03,Choice,-105.0577144,39.6525986
18886,CO-1420-664,Bear Creek High,Bear Creek,12,Choice,-105.0571339,39.6542726
18887,CO-1420-664,Bear Creek High,Bear Creek,10,Choice,-105.0571339,39.6542726
18888,CO-1420-664,Bear Creek High,Bear Creek,10,Choice,-105.0571339,39.6542726
18889,CO-1420-664,Bear Creek High,Bear Creek,12,Choice,-105.0571339,39.6542726
18890,CO-1420-664,Bear Creek High,Bear Creek,09,Choice,-105.0571339,39.6542726
18891,CO-1420-660,Bear Creek K-8,Bear Creek,03,Choice,-105.0571339,39.6542726
18892,CO-1420-664,Bear Creek High,Bear Creek,09,Choice,-105.0571339,39.6542726
18893,CO-1420-1864,Columbine High,Columbine,11,Choice,-105.0571339,39.6542726
18894,CO-1420-4190,Hutchinson Elementary,Green Mountain,02,Choice,-105.0571339,39.6542726
18895,CO-1420-965,Brady Exploration School,Option,11,Choice,-105.0571339,39.6542726
18896,CO-1420-660,Bear Creek K-8,Bear Creek,08,Choice,-105.0571339,39.6542726
18897,CO-1420-4190,Hutchinson Elementary,Green Mountain,01,Choice,-105.0571339,39.6542726
18898,CO-1420-664,Bear Creek High,Bear Creek,11,Choice,-105.0571339,39.6542726
18899,CO-1420-660,Bear Creek K-8,Bear Creek,08,Choice,-105.0571339,39.6542726
18900,CO-1420-965,Brady Exploration School,Option,09,Choice,-105.0571339,39.6542726
18901,CO-1420-664,Bear Creek High,Bear Creek,12,Choice,-105.0471619,39.6557306
18902,CO-1420-664,Bear Creek High,Bear Creek,10,Choice,-105.0423919,39.6545246
18903,CO-1420-3536,Governor's Ranch Elementary,Columbine,PK,Choice,-105.0393319,39.6526886
18904,CO-1420-9490,Westridge Elementary,Dakota Ridge,01,Choice,-105.0403849,39.6531476
18905,CO-1420-9490,Westridge Elementary,Dakota Ridge,05,Choice,-105.0403849,39.6531476
18906,CO-1420-4550,Kendrick Lakes Elementary,Bear Creek,05,Choice,-105.0389404,39.6533096
18907,CO-1420-4550,Kendrick Lakes Elementary,Bear Creek,01,Choice,-105.0389404,39.6533096
18908,CO-1420-664,Bear Creek High,Bear Creek,12,Choice,-105.0396514,39.6534176
18909,CO-1420-3622,Green Gables Elementary,Bear Creek,05,Choice,-105.0326549,39.65535558
18910,CO-1420-6808,Patterson Elementary,Alameda,03,Choice,-105.0328399,39.6548496
18911,CO-1420-664,Bear Creek High,Bear Creek,10,Choice,-105.0338849,39.65578058
18912,CO-1420-1864,Columbine High,Columbine,11,Choice,-105.0263989,39.6549926
18913,CO-1420-1864,Columbine High,Columbine,11,Choice,-105.0166969,39.65473159
18914,CO-1420-1864,Columbine High,Columbine,11,Choice,-105.0083314,39.65598259
18915,CO-1420-1864,Columbine High,Columbine,12,Choice,-105.0083314,39.65598259
18916,CO-1420-7468,Rose Stein International Elementary,Alameda,03,Choice,-105.0100909,39.65557759
18917,CO-1420-3622,Green Gables Elementary,Bear Creek,05,Choice,-105.0107389,39.65555059
18918,CO-1420-108,Alameda Intl Junior/Senior High,Alameda,10,Choice,-105.0107389,39.65555059
18919,CO-1420-660,Bear Creek K-8,Bear Creek,01,Choice,-104.9808724,39.65185159
18920,CO-1420-660,Bear Creek K-8,Bear Creek,06,Choice,-104.9808724,39.65185159
18921,CO-1420-660,Bear Creek K-8,Bear Creek,01,Choice,-104.9777839,39.65587357
18922,CO-1420-660,Bear Creek K-8,Bear Creek,03,Choice,-104.9777839,39.65587357
18923,CO-1420-5354,Lumberg Elementary,Jefferson,06,Choice,-104.9785999,39.6555046
18924,CO-1420-4422,Jefferson Junior/Senior High,Jefferson,12,Choice,-104.9785999,39.6555046
18925,CO-1420-5004,Lasley Elementary,Alameda,05,Choice,-104.9727679,39.65406559
18926,CO-1420-7962,Slater Elementary,Lakewood,02,Choice,-104.9172389,39.65484658
18927,CO-1420-2836,Evergreen High,Evergreen,10,Choice,-105.4315923,39.66008662
18928,CO-1420-2836,Evergreen High,Evergreen,09,Choice,-105.4315923,39.66008662
18929,CO-1420-2836,Evergreen High,Evergreen,09,Choice,-105.4237398,39.65854762
18930,CO-1420-2836,Evergreen High,Evergreen,11,Choice,-105.4204953,39.65806162
18931,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3701583,39.65728762
18932,CO-1420-2832,Evergreen Middle,Evergreen,06,Home School,-105.3568563,39.65611762
18933,CO-1420-779,Bergen Elementary,Evergreen,05,Home School,-105.3568563,39.65611762
18934,CO-1420-6804,Parmalee Elementary,Evergreen,05,Choice,-105.3566313,39.65679262
