OBJECTID,Attend School Code,Attend School Name,Attendance Articulation Area,Grade,Choice,Longitude,Latitude
18935,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.3566313,39.65679262
18936,CO-1420-2832,Evergreen Middle,Evergreen,08,Home School,-105.3566313,39.65679262
18937,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.3574503,39.65853862
18938,CO-1420-2832,Evergreen Middle,Evergreen,08,Home School,-105.3574503,39.65853862
18939,CO-1420-2832,Evergreen Middle,Evergreen,06,Home School,-105.3574503,39.65853862
18940,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.3585078,39.65598262
18941,CO-1420-779,Bergen Elementary,Evergreen,04,Home School,-105.3549393,39.65663962
18942,CO-1420-2832,Evergreen Middle,Evergreen,07,Home School,-105.3549393,39.65663962
18943,CO-1420-2832,Evergreen Middle,Evergreen,06,Home School,-105.3549393,39.65663962
18944,CO-1420-779,Bergen Elementary,Evergreen,04,Home School,-105.3549618,39.65823262
18945,CO-1420-2832,Evergreen Middle,Evergreen,06,Home School,-105.3549618,39.65823262
18946,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.3540213,39.65812462
18947,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.3540213,39.65812462
18948,CO-1420-2832,Evergreen Middle,Evergreen,07,Home School,-105.3526263,39.65752162
18949,CO-1420-2832,Evergreen Middle,Evergreen,07,Home School,-105.3526263,39.65752162
18950,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.3526263,39.65752162
18951,CO-1420-2832,Evergreen Middle,Evergreen,06,Home School,-105.3523653,39.65734162
18952,CO-1420-2832,Evergreen Middle,Evergreen,06,Home School,-105.3522978,39.65702662
18953,CO-1420-6804,Parmalee Elementary,Evergreen,05,Choice,-105.3522978,39.65702662
18954,CO-1420-779,Bergen Elementary,Evergreen,03,Home School,-105.3471768,39.65639662
18955,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3471768,39.65639662
18956,CO-1420-2832,Evergreen Middle,Evergreen,07,Home School,-105.3470463,39.65766562
18957,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3476133,39.65861062
18958,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.3476133,39.65861062
18959,CO-1420-779,Bergen Elementary,Evergreen,05,Home School,-105.3498318,39.65564962
18960,CO-1420-2832,Evergreen Middle,Evergreen,08,Home School,-105.3498318,39.65564962
18961,CO-1420-6804,Parmalee Elementary,Evergreen,01,Choice,-105.3501558,39.65586562
18962,CO-1420-2120,D'Evelyn Junior/Senior,Option,09,Choice,-105.3506823,39.65645062
18963,CO-1420-6804,Parmalee Elementary,Evergreen,05,Choice,-105.3506823,39.65645062
18964,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.3434103,39.66004162
18965,CO-1420-2832,Evergreen Middle,Evergreen,06,Home School,-105.3444588,39.65771962
18966,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3448188,39.65835862
18967,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.3450348,39.66020362
18968,CO-1420-2832,Evergreen Middle,Evergreen,08,Home School,-105.3462543,39.65825962
18969,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.3462543,39.65825962
18970,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.3461598,39.65973562
18971,CO-1420-779,Bergen Elementary,Evergreen,05,Home School,-105.3461598,39.65973562
18972,CO-1420-2832,Evergreen Middle,Evergreen,07,Home School,-105.3461598,39.65973562
18973,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3436443,39.65766562
18974,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.3436443,39.65766562
18975,CO-1420-779,Bergen Elementary,Evergreen,01,Home School,-105.3469968,39.65876362
18976,CO-1420-2832,Evergreen Middle,Evergreen,08,Home School,-105.3393918,39.65605462
18977,CO-1420-6804,Parmalee Elementary,Evergreen,04,Choice,-105.3393918,39.65605462
18978,CO-1420-6804,Parmalee Elementary,Evergreen,03,Choice,-105.3401208,39.65559562
18979,CO-1420-6804,Parmalee Elementary,Evergreen,05,Choice,-105.3401208,39.65559562
18980,CO-1420-779,Bergen Elementary,Evergreen,03,Home School,-105.3410658,39.65622562
18981,CO-1420-2832,Evergreen Middle,Evergreen,06,Home School,-105.3411468,39.65841262
18982,CO-1420-779,Bergen Elementary,Evergreen,KGF,Home School,-105.3411468,39.65841262
18983,CO-1420-779,Bergen Elementary,Evergreen,03,Home School,-105.3411468,39.65841262
18984,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.3414303,39.65641462
18985,CO-1420-2832,Evergreen Middle,Evergreen,07,Home School,-105.3414303,39.65641462
18986,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.3418803,39.65527162
18987,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3418803,39.65527162
18988,CO-1420-9648,Wilmot Elementary,Evergreen,04,Choice,-105.3432168,39.65635162
18989,CO-1420-9648,Wilmot Elementary,Evergreen,01,Choice,-105.3432168,39.65635162
18990,CO-1420-779,Bergen Elementary,Evergreen,01,Home School,-105.3422583,39.65563162
18991,CO-1420-779,Bergen Elementary,Evergreen,PK,Choice,-105.3422583,39.65563162
18992,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.3372588,39.66030262
18993,CO-1420-5472,Manning,Option,07,Choice,-105.3378843,39.66008662
18994,CO-1420-5524,Maple Grove Elementary,Wheat Ridge,04,Choice,-105.3378843,39.66008662
18995,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.3387303,39.65982562
18996,CO-1420-9648,Wilmot Elementary,Evergreen,03,Choice,-105.3388698,39.65761162
18997,CO-1420-9648,Wilmot Elementary,Evergreen,05,Choice,-105.3388698,39.65761162
18998,CO-1420-9648,Wilmot Elementary,Evergreen,04,Choice,-105.3366468,39.65937562
18999,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.3367368,39.65906062
19000,CO-1420-779,Bergen Elementary,Evergreen,01,Home School,-105.3381453,39.65843962
19001,CO-1420-779,Bergen Elementary,Evergreen,04,Home School,-105.3381453,39.65843962
19002,CO-1420-779,Bergen Elementary,Evergreen,01,Home School,-105.3380193,39.65789962
19003,CO-1420-779,Bergen Elementary,Evergreen,PK,Choice,-105.3380193,39.65789962
19004,CO-1420-779,Bergen Elementary,Evergreen,01,Home School,-105.3388743,39.65807962
19005,CO-1420-2832,Evergreen Middle,Evergreen,06,Home School,-105.3388743,39.65807962
19006,CO-1420-779,Bergen Elementary,Evergreen,03,Home School,-105.3388743,39.65807962
19007,CO-1420-779,Bergen Elementary,Evergreen,05,Home School,-105.3392208,39.65846662
19008,CO-1420-779,Bergen Elementary,Evergreen,02,Home School,-105.3392208,39.65846662
19009,CO-1420-2832,Evergreen Middle,Evergreen,07,Home School,-105.3314043,39.65744062
19010,CO-1420-2300,Dunstan Middle,Green Mountain,07,Choice,-105.3315393,39.65807962
19011,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3319038,39.65817862
19012,CO-1420-779,Bergen Elementary,Evergreen,01,Home School,-105.3319713,39.65641462
19013,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3318588,39.65749462
19014,CO-1420-2832,Evergreen Middle,Evergreen,07,Home School,-105.3332178,39.65835862
19015,CO-1420-6804,Parmalee Elementary,Evergreen,KGF,Choice,-105.3331413,39.65669362
19016,CO-1420-6804,Parmalee Elementary,Evergreen,02,Choice,-105.3331413,39.65669362
19017,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.3337443,39.65811562
19018,CO-1420-779,Bergen Elementary,Evergreen,04,Home School,-105.3340638,39.65675662
19019,CO-1420-779,Bergen Elementary,Evergreen,03,Home School,-105.3340638,39.65675662
19020,CO-1420-779,Bergen Elementary,Evergreen,01,Home School,-105.3346668,39.65778262
19021,CO-1420-9648,Wilmot Elementary,Evergreen,KGF,Choice,-105.3327498,39.65690962
19022,CO-1420-779,Bergen Elementary,Evergreen,01,Home School,-105.3341223,39.65638762
19023,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.3346578,39.65655862
19024,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3346578,39.65655862
19025,CO-1420-779,Bergen Elementary,Evergreen,04,Home School,-105.3342528,39.65618962
19026,CO-1420-779,Bergen Elementary,Evergreen,03,Home School,-105.3342528,39.65618962
19027,CO-1420-2832,Evergreen Middle,Evergreen,08,Home School,-105.3265758,39.65530762
19028,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3265758,39.65530762
19029,CO-1420-2832,Evergreen Middle,Evergreen,08,Choice,-105.3037653,39.65835861
19030,CO-1420-6804,Parmalee Elementary,Evergreen,02,Home School,-105.3071088,39.65694561
19031,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.3056373,39.65721561
19032,CO-1420-9648,Wilmot Elementary,Evergreen,05,Choice,-105.3056373,39.65721561
19033,CO-1420-2832,Evergreen Middle,Evergreen,07,Choice,-105.3049758,39.65754861
19034,CO-1420-6804,Parmalee Elementary,Evergreen,04,Home School,-105.3049758,39.65754861
19035,CO-1420-6804,Parmalee Elementary,Evergreen,02,Home School,-105.3045438,39.65740461
19036,CO-1420-779,Bergen Elementary,Evergreen,PK,Choice,-105.3045438,39.65740461
19037,CO-1420-6804,Parmalee Elementary,Evergreen,02,Home School,-105.3015648,39.65690961
19038,CO-1420-6804,Parmalee Elementary,Evergreen,04,Home School,-105.3015648,39.65690961
19039,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.3012408,39.65753061
19040,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3015963,39.65746761
19041,CO-1420-2832,Evergreen Middle,Evergreen,08,Choice,-105.3016503,39.65806161
19042,CO-1420-6804,Parmalee Elementary,Evergreen,04,Home School,-105.3022893,39.65695461
19043,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.3026448,39.65694561
19044,CO-1420-2832,Evergreen Middle,Evergreen,06,Choice,-105.2963898,39.65917761
19045,CO-1420-6804,Parmalee Elementary,Evergreen,03,Home School,-105.2963898,39.65917761
19046,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.2963448,39.65898861
19047,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.2991483,39.65861961
19048,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.2991483,39.65861961
19049,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.3001833,39.65936661
19050,CO-1420-2832,Evergreen Middle,Evergreen,06,Choice,-105.2994408,39.65932161
19051,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.2986893,39.65942061
19052,CO-1420-5892,Fletcher Miller Special,Districtwide,10,Choice,-105.2986893,39.65942061
19053,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.2973888,39.65915961
19054,CO-1420-2832,Evergreen Middle,Evergreen,07,Choice,-105.2973888,39.65915961
19055,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.2970423,39.65861961
19056,CO-1420-2832,Evergreen Middle,Evergreen,08,Choice,-105.2970423,39.65861961
19057,CO-1420-6804,Parmalee Elementary,Evergreen,04,Home School,-105.2970423,39.65861961
19058,CO-1420-2832,Evergreen Middle,Evergreen,07,Choice,-105.2979378,39.65878161
19059,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.3005973,39.65859261
19060,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.2967903,39.65837661
19061,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.3004443,39.65834961
19062,CO-1420-2832,Evergreen Middle,Evergreen,08,Choice,-105.2965473,39.65811561
19063,CO-1420-6804,Parmalee Elementary,Evergreen,05,Home School,-105.2965473,39.65811561
19064,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.2970693,39.65780961
19065,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.2970693,39.65780961
19066,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.2938068,39.65789961
19067,CO-1420-2836,Evergreen High,Evergreen,12,Home School,-105.2938068,39.65789961
19068,CO-1420-2832,Evergreen Middle,Evergreen,07,Choice,-105.2938653,39.65821461
19069,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.2938653,39.65821461
19070,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.2956203,39.65784561
19071,CO-1420-1886,Conifer High,Conifer,12,Choice,-105.2956203,39.65784561
19072,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.2956203,39.65784561
19073,CO-1420-6804,Parmalee Elementary,Evergreen,05,Home School,-105.2948778,39.65786361
19074,CO-1420-6804,Parmalee Elementary,Evergreen,03,Home School,-105.2948778,39.65786361
19075,CO-1420-6804,Parmalee Elementary,Evergreen,KGF,Home School,-105.2928753,39.65843961
19076,CO-1420-6804,Parmalee Elementary,Evergreen,03,Home School,-105.2955303,39.65759361
19077,CO-1420-2836,Evergreen High,Evergreen,09,Home School,-105.2959938,39.65753961
19078,CO-1420-1886,Conifer High,Conifer,11,Choice,-105.2959938,39.65753961
19079,CO-1420-2836,Evergreen High,Evergreen,11,Home School,-105.2946033,39.65756661
19080,CO-1420-6804,Parmalee Elementary,Evergreen,01,Home School,-105.2959533,39.65730561
19081,CO-1420-2832,Evergreen Middle,Evergreen,08,Choice,-105.2959533,39.65730561
19082,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.2959533,39.65730561
19083,CO-1420-2832,Evergreen Middle,Evergreen,06,Choice,-105.2959533,39.65730561
19084,CO-1420-6804,Parmalee Elementary,Evergreen,05,Home School,-105.2934513,39.65695461
19085,CO-1420-9648,Wilmot Elementary,Evergreen,05,Choice,-105.2889288,39.65828661
19086,CO-1420-6804,Parmalee Elementary,Evergreen,05,Home School,-105.2894688,39.65873661
19087,CO-1420-2120,D'Evelyn Junior/Senior,Option,09,Choice,-105.2894688,39.65873661
19088,CO-1420-2836,Evergreen High,Evergreen,10,Home School,-105.2908458,39.65718861
19089,CO-1420-1886,Conifer High,Conifer,10,Choice,-105.2910573,39.65852961
19090,CO-1420-6804,Parmalee Elementary,Evergreen,01,Home School,-105.2903103,39.65789061
19091,CO-1420-2832,Evergreen Middle,Evergreen,06,Choice,-105.2903103,39.65789061
19092,CO-1420-6804,Parmalee Elementary,Evergreen,03,Home School,-105.2903103,39.65789061
19093,CO-1420-7282,Red Rocks Elementary,Bear Creek,05,Choice,-105.1798489,39.65737761
19094,CO-1420-8381,Summit Ridge Middle,Dakota Ridge,06,Choice,-105.1799389,39.65717961
19095,CO-1420-7239,Ralston Valley High,Ralston Valley,12,Choice,-105.1799389,39.65717961
19096,CO-1420-7282,Red Rocks Elementary,Bear Creek,01,Choice,-105.1799389,39.65717961
19097,CO-1420-378,Arvada West High,Arvada West,10,Choice,-105.1799389,39.65717961
19098,CO-1420-7483,Rooney Ranch Elementary,Green Mountain,03,Choice,-105.1755289,39.65725161
19099,CO-1420-2300,Dunstan Middle,Green Mountain,08,Home School,-105.1755244,39.6577646
19100,CO-1420-2120,D'Evelyn Junior/Senior,Option,12,Choice,-105.1763209,39.65793561
19101,CO-1420-664,Bear Creek High,Bear Creek,10,Choice,-105.1768789,39.65755761
19102,CO-1420-4190,Hutchinson Elementary,Green Mountain,03,Home School,-105.1768789,39.65755761
19103,CO-1420-3628,Green Mountain High,Green Mountain,10,Home School,-105.1775224,39.65807961
19104,CO-1420-2120,D'Evelyn Junior/Senior,Option,10,Choice,-105.1776574,39.65732361
19105,CO-1420-9432,Dennison Elementary,Option,KGF,Choice,-105.1776574,39.65732361
19106,CO-1420-2120,D'Evelyn Junior/Senior,Option,09,Choice,-105.1776574,39.65732361
19107,CO-1420-6135,Mt. Carbon Elementary,Dakota Ridge,PK,Choice,-105.1764199,39.65497461
19108,CO-1420-7282,Red Rocks Elementary,Bear Creek,02,Choice,-105.1777249,39.65807961
19109,CO-1420-6135,Mt. Carbon Elementary,Dakota Ridge,PK,Choice,-105.1777519,39.65764761
19110,CO-1420-7282,Red Rocks Elementary,Bear Creek,01,Choice,-105.1777519,39.65764761
19111,CO-1420-7483,Rooney Ranch Elementary,Green Mountain,02,Choice,-105.1783099,39.65681961
19112,CO-1420-2130,Deer Creek Middle,Chatfield,07,Choice,-105.1780219,39.65733261
19113,CO-1420-1864,Columbine High,Columbine,09,Choice,-105.1780219,39.65733261
19114,CO-1420-1864,Columbine High,Columbine,12,Choice,-105.1780219,39.65733261
19115,CO-1420-2194,Devinny Elementary,Green Mountain,02,Choice,-105.1772029,39.65501961
19116,CO-1420-2120,D'Evelyn Junior/Senior,Option,07,Choice,-105.1782334,39.65733261
19117,CO-1420-4190,Hutchinson Elementary,Green Mountain,PK,Choice,-105.1773649,39.65530761
19118,CO-1420-7483,Rooney Ranch Elementary,Green Mountain,04,Choice,-105.1773649,39.65530761
19119,CO-1420-7282,Red Rocks Elementary,Bear Creek,05,Choice,-105.1790164,39.65757561
19120,CO-1420-7282,Red Rocks Elementary,Bear Creek,02,Choice,-105.1790704,39.65744061
19121,CO-1420-7282,Red Rocks Elementary,Bear Creek,01,Choice,-105.1750114,39.65645061
19122,CO-1420-7282,Red Rocks Elementary,Bear Creek,03,Choice,-105.1750654,39.65626161
19123,CO-1420-7282,Red Rocks Elementary,Bear Creek,01,Choice,-105.1750654,39.65626161
19124,CO-1420-4190,Hutchinson Elementary,Green Mountain,KGF,Home School,-105.1761679,39.65651361
19125,CO-1420-4190,Hutchinson Elementary,Green Mountain,04,Home School,-105.1761679,39.65651361
19126,CO-1420-7282,Red Rocks Elementary,Bear Creek,KGF,Choice,-105.1770589,39.65683761
19127,CO-1420-7282,Red Rocks Elementary,Bear Creek,01,Choice,-105.1770589,39.65683761
19128,CO-1420-2300,Dunstan Middle,Green Mountain,08,Home School,-105.1761994,39.65637861
19129,CO-1420-7282,Red Rocks Elementary,Bear Creek,KGF,Choice,-105.1768339,39.65636961
19130,CO-1420-3628,Green Mountain High,Green Mountain,11,Home School,-105.1777564,39.65677461
19131,CO-1420-3628,Green Mountain High,Green Mountain,11,Home School,-105.1768924,39.65622561
19132,CO-1420-2120,D'Evelyn Junior/Senior,Option,12,Choice,-105.1762849,39.65610861
19133,CO-1420-3628,Green Mountain High,Green Mountain,10,Home School,-105.1779364,39.65648661
19134,CO-1420-6135,Mt. Carbon Elementary,Dakota Ridge,PK,Choice,-105.1773784,39.65627061
19135,CO-1420-7282,Red Rocks Elementary,Bear Creek,01,Choice,-105.1780894,39.65526261
19136,CO-1420-2120,D'Evelyn Junior/Senior,Option,08,Choice,-105.1789259,39.65772062
19137,CO-1420-2120,D'Evelyn Junior/Senior,Option,11,Choice,-105.1789259,39.65772062
19138,CO-1420-4190,Hutchinson Elementary,Green Mountain,01,Home School,-105.1723969,39.6599516
19139,CO-1420-7282,Red Rocks Elementary,Bear Creek,04,Choice,-105.1750654,39.6577016
19140,CO-1420-7282,Red Rocks Elementary,Bear Creek,KGF,Choice,-105.1715509,39.6589616
19141,CO-1420-7282,Red Rocks Elementary,Bear Creek,02,Choice,-105.1715509,39.6589616
19142,CO-1420-2300,Dunstan Middle,Green Mountain,06,Home School,-105.1717084,39.6583136
19143,CO-1420-7483,Rooney Ranch Elementary,Green Mountain,04,Choice,-105.1717084,39.6583136
19144,CO-1420-4190,Hutchinson Elementary,Green Mountain,PK,Choice,-105.1746739,39.6575666
19145,CO-1420-4190,Hutchinson Elementary,Green Mountain,PK,Choice,-105.1746739,39.65727861
19146,CO-1420-7483,Rooney Ranch Elementary,Green Mountain,01,Choice,-105.1746739,39.65727861
19147,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.1219429,39.6576386
19148,CO-1420-7282,Red Rocks Elementary,Bear Creek,04,Choice,-105.1232029,39.6574406
19149,CO-1420-660,Bear Creek K-8,Bear Creek,05,Home School,-105.1212049,39.6577556
19150,CO-1420-1864,Columbine High,Columbine,09,Choice,-105.1212049,39.6577556
19151,CO-1420-2120,D'Evelyn Junior/Senior,Option,12,Choice,-105.1202959,39.6565316
19152,CO-1420-9432,Dennison Elementary,Option,01,Choice,-105.1220149,39.6549206
19153,CO-1420-9432,Dennison Elementary,Option,02,Choice,-105.1220149,39.6549206
19154,CO-1420-2093,Dakota Ridge High,Dakota Ridge,09,Choice,-105.1192744,39.6594026
19155,CO-1420-1318,Carmody Middle,Bear Creek,06,Home School,-105.1171954,39.6591236
19156,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.1171954,39.6591236
19157,CO-1420-664,Bear Creek High,Bear Creek,12,Home School,-105.1167094,39.6584666
19158,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.1169839,39.6584846
19159,CO-1420-1318,Carmody Middle,Bear Creek,08,Home School,-105.1170379,39.6584936
19160,CO-1420-1318,Carmody Middle,Bear Creek,06,Home School,-105.1170379,39.6584936
19161,CO-1420-660,Bear Creek K-8,Bear Creek,KGF,Home School,-105.1165654,39.6581966
19162,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.1165654,39.6581966
19163,CO-1420-8102,South Lakewood Elementary,Lakewood,05,Choice,-105.1165564,39.6581156
19164,CO-1420-664,Bear Creek High,Bear Creek,10,Home School,-105.1165699,39.6580616
19165,CO-1420-7282,Red Rocks Elementary,Bear Creek,KGF,Choice,-105.1185814,39.6586286
19166,CO-1420-664,Bear Creek High,Bear Creek,11,Home School,-105.1165699,39.6579536
19167,CO-1420-9510,Wheat Ridge High,Wheat Ridge,09,Choice,-105.1170334,39.6581516
19168,CO-1420-660,Bear Creek K-8,Bear Creek,05,Home School,-105.1177039,39.6578816
