UniqueID,AE_SchoolName,SchoolName,ADA compliance score,ADA compliance UnitValue,Hazmat remediation score,Hazmat remediation UnitValue,Demolition score,Demolition UnitValue,New Construction ES score,New Construction ES UnitValue,New Construction HS score,New Construction HS UnitValue,New Construction K-8 score,New Construction K-8 UnitValue,New Construction MS score,New Construction MS UnitValue,Gut & Major Renovation ES score,Gut & Major Renovation ES UnitValue,Gut & Major Renovation HS score,Gut & Major Renovation HS UnitValue,Gut & Major Renovation K-8 score,Gut & Major Renovation K-8 UnitValue,Gut & Major Renovation MS score,Gut & Major Renovation MS UnitValue,New 1-story building (addition) score,New 1-story building (addition) UnitValue,New 2-story building score,New 2-story building UnitValue,New 3-story building score,New 3-story building UnitValue,New auditorium score,New auditorium UnitValue,New gym and locker rooms score,New gym and locker rooms UnitValue,New MPR score,New MPR UnitValue,New cafeteria and kitchen score,New cafeteria and kitchen UnitValue,Add shade structure(s) score,Add shade structure(s) UnitValue,Campus landscaping upgrade score,Campus landscaping upgrade UnitValue,Expand parking score,Expand parking UnitValue,Exterior paint entire campus score,Exterior paint entire campus UnitValue,"Front of school branding, landscape upgrades score","Front of school branding, landscape upgrades UnitValue",Furniture upgrades score,Furniture upgrades UnitValue,Improve drop-off / pick-up zone score,Improve drop-off / pick-up zone UnitValue,New outdoor classroom score,New outdoor classroom UnitValue,Playground replacement (ages 2-5) score,Playground replacement (ages 2-5) UnitValue,Playground replacement (ages 5-12) score,Playground replacement (ages 5-12) UnitValue,Resurface asphalt score,Resurface asphalt UnitValue,Resurface concrete score,Resurface concrete UnitValue,Upgrade artificial turf field score,Upgrade artificial turf field UnitValue,Heavily modernize admin score,Heavily modernize admin UnitValue,Heavily modernize classrooms score,Heavily modernize classrooms UnitValue,Heavily modernize gym / assembly space score,Heavily modernize gym / assembly space UnitValue,Modernize kitchen score,Modernize kitchen UnitValue,Heavily modernize cafeteria score,Heavily modernize cafeteria UnitValue,Heavily modernize MPR score,Heavily modernize MPR UnitValue,Heavily modernize restrooms score,Heavily modernize restrooms UnitValue,Heavily modernize STEM / CTE / specialized labs (MS/HS) score,Heavily modernize STEM / CTE / specialized labs (MS/HS) UnitValue,Heavily modernize STEM/specialized labs (ES) score,Heavily modernize STEM/specialized labs (ES) UnitValue,Lightly modernize admin score,Lightly modernize admin UnitValue,Lightly modernize classrooms score,Lightly modernize classrooms UnitValue,Lightly modernize corridors score,Lightly modernize corridors UnitValue,Lightly modernize entry lobby score,Lightly modernize entry lobby UnitValue,Lightly modernize cafeteria score,Lightly modernize cafeteria UnitValue,Lightly modernize library/media center score,Lightly modernize library/media center UnitValue,Lightly modernize gym / assembly space score,Lightly modernize gym / assembly space UnitValue,Lightly modernize MPR score,Lightly modernize MPR UnitValue,Site infrastructure Electrical Upgrades score,Site infrastructure Electrical Upgrades UnitValue,Site infrastructure Mechanical Upgrades score,Site infrastructure Mechanical Upgrades UnitValue,Site infrastructure Plumbing Upgrades score,Site infrastructure Plumbing Upgrades UnitValue,Site infrastructure Roof Upgrades score,Site infrastructure Roof Upgrades UnitValue,Site infrastructure Sanitary Sewer Upgrades score,Site infrastructure Sanitary Sewer Upgrades UnitValue
CO-1420-4549,Kendallvue ES,Kendallvue Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,93,1,,0.583333333,,0,1,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-4550,Kendrick Lakes ES,Kendrick Lakes Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,94,0.775,,0.833333333,,1,0,1,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.875,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-4830,Kyffin ES,Kyffin Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,95,0.45,,0.791666667,,1,0,1,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.833333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-4942,Lakewood HS,Lakewood High,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,1,97,0.225,,0.675,,0,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5004,Lasley ES,Lasley Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,98,0.45,,0.9,,0,1,0,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.875,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5024,Lawrence ES,Lawrence Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.8375,99,0.775,,1,,0,1,0,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5036,Leawood ES,Leawood Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,100,0.225,,0.583333333,,1,0,0.75,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5222,Little ES,Little Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.675,101,0.775,,0.45,,1,0,Does not apply,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.541666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5623,Long View HS,Long View High,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.575,102,1,,0.25,,0,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.583333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5350,Lukas ES,Lukas Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,105,1,,0.75,,0,1,Does not apply,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.875,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5354,Lumberg ES,Lumberg Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.7375,106,0.225,,0.916666667,,0,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5454,Mandalay MS,Mandalay Middle,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.65,107,0.870967742,,0.775,,0,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.541666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5472,Manning School,Manning School,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,1,109,0.419354839,,1,,0,1,Does not apply,,Does not apply,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.833333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5524,Maple Grove ES,Maple Grove Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.8375,114,0.225,,0.9,,1,0,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.875,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5580,Marshdale ES,Marshdale Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,115,1,,0.9,,1,0,1,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-0033,McLain Community HS,McLain Community High,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.7375,116,0,,0.775,,0,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5758,Meiklejohn ES,Meiklejohn Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.8375,117,0.870967742,,0.566666667,,1,0,0.75,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.833333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-5944,Mitchell ES,Mitchell Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,5000,0,0,3,15,3,,3,,0.675,121,0.45,,0.55,,1,0,Does not apply,,0.25,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-6133,Mortensen ES,Mortensen Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,122,0.9,,0.875,,0,1,0.75,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.875,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-6135,Mount Carbon ES,Mt. Carbon Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.7375,123,0.225,,0.583333333,,1,0,0.25,,0.25,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-6285,Anderson Preschool,Norma Anderson Early Learning Center,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.7375,124,1,,0.416666667,,0,1,1,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.375,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-6286,Normandy ES,Normandy Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.575,125,0.225,,0.75,,1,0,0.25,,0.25,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.625,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-6330,North Arvada MS,North Arvada Middle,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,1,126,0.45,,1,,0,1,Does not apply,,Does not apply,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-6470,Oberon MS,Oberon Middle,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,127,0.325,,0.675,,1,0,Does not apply,,Does not apply,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.416666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-6804,Parmalee ES,Parmalee Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.8375,128,1,,0.45,,1,0,0,,0.25,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-6808,Patterson International School,Patterson Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.7375,129,0.225,,0.8,,1,0,0.25,,0.25,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-6848,Peak Expeditionary School at Pennington,Peak Expeditionary-Pennington,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.8375,130,0.675,,0.5,,1,0,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.833333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7114,Pomona Jr-Sr HS,Pomona Jr-Sr High,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.75,133,0,,1,,0,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7128,Powderhorn ES,Powderhorn Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.9,134,0.325,,0.9,,0,1,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.541666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7190,Prospect Valley ES,Prospect Valley Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.9,135,0.775,,0.775,,1,0,1,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7238,Ralston ES,Ralston Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,138,0.225,,0.9,,1,0,Does not apply,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7239,Ralston Valley HS,Ralston Valley High,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.9,142,0,,1,,0,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.375,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7282,Red Rocks ES,Red Rocks Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.8375,143,0.675,,0.775,,0,1,0.75,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.458333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7483,Rooney Ranch ES,Rooney Ranch Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.8375,144,1,,0.45,,0,1,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7468,Rose Stein International ES,Rose Stein International Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.8375,145,0.45,,0.208333333,,0,1,0.25,,0.25,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.541666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7529,Ryan ES,Ryan Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,152,0.775,,0.916666667,,0,1,0.75,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.875,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7708,Secrest ES,Secrest Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,153,0.775,,0.916666667,,1,0,0.75,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.541666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7753,Semper ES,Semper Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,154,0.325,,0.666666667,,1,0,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.583333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7780,Shaffer ES,Shaffer Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,155,1,,0.916666667,,1,0,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7833,Shelton ES,Shelton Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,156,0.290322581,,0.416666667,,1,0,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.625,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7870,Sierra ES,Sierra Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,157,0.9,,0.5,,1,0,1,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-7962,Slater ES,Slater Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.8375,158,0.675,,0.5,,1,0,0.25,,0.25,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8036,Sobesky Academy,Sobesky Academy,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,159,0.45,,0.775,,0,1,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.875,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8102,South Lakewood ES,South Lakewood Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,160,0.775,,0.65,,1,0,Does not apply,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8209,Standley Lake HS,Standley Lake High,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,161,0,,1,,1,0,0.75,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8223,Stevens ES,Stevens Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,#VALUE!,#VALUE!,3,,3,,3,,,162,0.775,,#DIV/0!,,,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.875,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8276,Stober ES,Stober Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.8375,163,1,,0.55,,0,1,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8280,Stony Creek ES,Stony Creek Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.8375,164,0.675,,0.916666667,,1,0,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.583333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8300,Stott ES,Stott Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,165,0.775,,0.666666667,,1,0,0.75,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8381,Summit Ridge MS,Summit Ridge Middle,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,167,0.675,,0.875,,0,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8432,Swanson ES,Swanson Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.8375,168,0.9,,1,,1,0,Does not apply,,0.75,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-8856,Three Creeks K-8,Three Creeks K-8,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,170,0.9,,1,,0,1,0,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-9008,Ute Meadows ES,Ute Meadows Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.9,171,1,,0.791666667,,1,0,1,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-9052,Van Arsdale ES,Van Arsdale Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,172,1,,0.625,,1,0,1,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.833333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-9058,Vanderhoof ES,Vanderhoof Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,1,173,0.225,,0.9,,0,1,0,,1,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.666666667,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-9232,Warder ES,Warder Elementary,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,1,1,3,,3,,3,,0.7375,174,1,,0.791666667,,0,1,0.5,,0.5,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.25,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-9234,Warren Tech Central,Warren Tech,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.4875,175,0.290322581,,0.675,,0,1,0,,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.708333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
CO-1420-9245,Warren Tech North,Warren Tech North,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0,0,3,,3,,3,,0.9,177,0,,0.633333333,,0,1,Does not apply,,Does not apply,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.583333333,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,0.1,,0.1,,0.1,,0.1,,0.1,
